name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Enterococcus faecium	1352	S	676680	0	676680	0.72097
Enterococcus hirae	1354	S	1106	0	1106	0.00118
Enterococcus durans	53345	S	1104	0	1104	0.00118
Enterococcus faecalis	1351	S	843	0	843	0.00090
Enterococcus lactis	357441	S	690	0	690	0.00074
Enterococcus mundtii	53346	S	610	0	610	0.00065
Enterococcus gallinarum	1353	S	565	0	565	0.00060
Enterococcus sp. DA9	2603296	S	352	0	352	0.00038
Enterococcus sp. FDAARGOS_375	2060307	S	5	0	5	0.00001
Enterococcus sp. M190262	2582830	S	5	0	5	0.00001
Enterococcus sp. CR-Ec1	2057791	S	4	0	4	0.00000
Enterococcus sp. FDAARGOS_553	2420313	S	1	0	1	0.00000
Enterococcus casseliflavus	37734	S	310	0	310	0.00033
Enterococcus cecorum	44008	S	206	0	206	0.00022
Enterococcus thailandicus	417368	S	197	0	197	0.00021
Enterococcus raffinosus	71452	S	143	0	143	0.00015
Enterococcus avium	33945	S	107	0	107	0.00011
Enterococcus saigonensis	1805431	S	82	0	82	0.00009
Enterococcus wangshanyuanii	2005703	S	19	0	19	0.00002
Enterococcus gilvus	160453	S	10	0	10	0.00001
Enterococcus rotai	118060	S	9	0	9	0.00001
Enterococcus innesii	2839759	S	6	0	6	0.00001
Tetragenococcus halophilus	51669	S	117	0	117	0.00012
Tetragenococcus osmophilus	526944	S	3	0	3	0.00000
Vagococcus lutrae	81947	S	54	0	54	0.00006
Vagococcus teuberi	519472	S	4	0	4	0.00000
Vagococcus penaei	633807	S	3	0	3	0.00000
Vagococcus fluvialis	2738	S	1	0	1	0.00000
Vagococcus carniphilus	218144	S	1	0	1	0.00000
Vagococcus zengguangii	2571750	S	1	0	1	0.00000
Melissococcus plutonius	33970	S	1	0	1	0.00000
Streptococcus agalactiae	1311	S	202	0	202	0.00022
Streptococcus gordonii	1302	S	84	4173	4257	0.00454
Streptococcus cristatus	45634	S	70	0	70	0.00007
Streptococcus thermophilus	1308	S	18	0	18	0.00002
Streptococcus suis	1307	S	15	0	15	0.00002
Streptococcus parauberis	1348	S	10	0	10	0.00001
Streptococcus pneumoniae	1313	S	9	0	9	0.00001
Streptococcus sp. DAT741	1940319	S	3	0	3	0.00000
Streptococcus sp. oral taxon 064	712624	S	2	0	2	0.00000
Streptococcus dysgalactiae	1334	S	5	0	5	0.00001
Streptococcus pyogenes	1314	S	4	168	172	0.00018
Streptococcus salivarius	1304	S	2	0	2	0.00000
Streptococcus pantholopis	1811193	S	2	0	2	0.00000
Streptococcus parasuis	1501662	S	2	0	2	0.00000
Streptococcus iniae	1346	S	1	0	1	0.00000
Streptococcus himalayensis	1888195	S	1	0	1	0.00000
Streptococcus mitis	28037	S	1	0	1	0.00000
Streptococcus constellatus	76860	S	1	0	1	0.00000
Streptococcus sobrinus	1310	S	1	0	1	0.00000
Streptococcus infantis	68892	S	1	0	1	0.00000
Lactococcus lactis	1358	S	15	0	15	0.00002
Lactococcus raffinolactis	1366	S	6	0	6	0.00001
Lactococcus cremoris	1359	S	4	0	4	0.00000
Lactococcus garvieae	1363	S	2	0	2	0.00000
Lactococcus piscium	1364	S	1	0	1	0.00000
Dolosigranulum pigrum	29394	S	109	0	109	0.00012
Carnobacterium maltaromaticum	2751	S	77	0	77	0.00008
Carnobacterium viridans	174587	S	3	0	3	0.00000
Carnobacterium inhibens	147709	S	1	0	1	0.00000
Jeotgalibaca arthritidis	1868794	S	2	0	2	0.00000
