name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Enterococcus faecium	1352	S	735749	0	735749	0.63733
Enterococcus durans	53345	S	1790	0	1790	0.00155
Enterococcus faecalis	1351	S	1201	0	1201	0.00104
Enterococcus hirae	1354	S	1185	0	1185	0.00103
Enterococcus lactis	357441	S	1164	0	1164	0.00101
Enterococcus casseliflavus	37734	S	1001	0	1001	0.00087
Enterococcus mundtii	53346	S	740	0	740	0.00064
Enterococcus sp. DA9	2603296	S	496	0	496	0.00043
Enterococcus sp. CR-Ec1	2057791	S	7	0	7	0.00001
Enterococcus sp. FDAARGOS_375	2060307	S	6	0	6	0.00001
Enterococcus sp. FDAARGOS_553	2420313	S	2	0	2	0.00000
Enterococcus sp. M190262	2582830	S	1	0	1	0.00000
Enterococcus avium	33945	S	398	0	398	0.00034
Enterococcus thailandicus	417368	S	221	0	221	0.00019
Enterococcus cecorum	44008	S	213	0	213	0.00018
Enterococcus gallinarum	1353	S	210	0	210	0.00018
Enterococcus saigonensis	1805431	S	117	0	117	0.00010
Enterococcus raffinosus	71452	S	101	0	101	0.00009
Enterococcus gilvus	160453	S	30	0	30	0.00003
Enterococcus wangshanyuanii	2005703	S	15	0	15	0.00001
Enterococcus rotai	118060	S	13	0	13	0.00001
Enterococcus innesii	2839759	S	4	0	4	0.00000
Tetragenococcus halophilus	51669	S	140	0	140	0.00012
Tetragenococcus osmophilus	526944	S	9	0	9	0.00001
Tetragenococcus koreensis	290335	S	1	0	1	0.00000
Vagococcus lutrae	81947	S	32	0	32	0.00003
Vagococcus carniphilus	218144	S	21	0	21	0.00002
Vagococcus teuberi	519472	S	17	0	17	0.00001
Vagococcus fluvialis	2738	S	10	0	10	0.00001
Vagococcus xieshaowenii	2562451	S	5	0	5	0.00000
Vagococcus penaei	633807	S	4	0	4	0.00000
Vagococcus zengguangii	2571750	S	3	0	3	0.00000
Melissococcus plutonius	33970	S	3	0	3	0.00000
Streptococcus thermophilus	1308	S	270	0	270	0.00023
Streptococcus oralis	1303	S	212	0	212	0.00018
Streptococcus cristatus	45634	S	67	0	67	0.00006
Streptococcus agalactiae	1311	S	48	0	48	0.00004
Streptococcus suis	1307	S	46	0	46	0.00004
Streptococcus parauberis	1348	S	18	0	18	0.00002
Streptococcus pyogenes	1314	S	9	5509	5518	0.00478
Streptococcus pneumoniae	1313	S	8	0	8	0.00001
Streptococcus sp. oral taxon 064	712624	S	5	0	5	0.00000
Streptococcus sp. CNU 77-61	2684658	S	1	0	1	0.00000
Streptococcus sp. DAT741	1940319	S	1	0	1	0.00000
Streptococcus dysgalactiae	1334	S	5	0	5	0.00000
Streptococcus equi	1336	S	1	0	1	0.00000
Streptococcus infantis	68892	S	5	0	5	0.00000
Streptococcus iniae	1346	S	3	0	3	0.00000
Streptococcus halotolerans	1814128	S	2	0	2	0.00000
Streptococcus lutetiensis	150055	S	2	0	2	0.00000
Streptococcus parasuis	1501662	S	1	0	1	0.00000
Streptococcus rubneri	1234680	S	1	0	1	0.00000
Streptococcus gallolyticus	315405	S	1	0	1	0.00000
Streptococcus halichoeri	254785	S	1	0	1	0.00000
Streptococcus infantarius	102684	S	1	0	1	0.00000
Streptococcus gordonii	1302	S	1	670	671	0.00058
Streptococcus toyakuensis	2819619	S	1	0	1	0.00000
Lactococcus lactis	1358	S	121	0	121	0.00010
Lactococcus raffinolactis	1366	S	39	0	39	0.00003
Lactococcus garvieae	1363	S	8	0	8	0.00001
Lactococcus cremoris	1359	S	4	0	4	0.00000
Lactococcus taiwanensis	1151742	S	4	0	4	0.00000
Lactococcus piscium	1364	S	1	0	1	0.00000
Leuconostoc mesenteroides	1245	S	23	0	23	0.00002
Leuconostoc kimchii	136609	S	14	0	14	0.00001
Leuconostoc suionicum	1511761	S	2	0	2	0.00000
Ligilactobacillus salivarius	1624	S	28	0	28	0.00002
