name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Enterococcus faecium	1352	S	154567	0	154567	0.75356
Enterococcus faecalis	1351	S	331	0	331	0.00161
Enterococcus durans	53345	S	247	0	247	0.00120
Enterococcus hirae	1354	S	217	0	217	0.00106
Enterococcus mundtii	53346	S	129	0	129	0.00063
Enterococcus lactis	357441	S	114	0	114	0.00056
Enterococcus avium	33945	S	74	0	74	0.00036
Enterococcus casseliflavus	37734	S	49	0	49	0.00024
Enterococcus thailandicus	417368	S	47	0	47	0.00023
Enterococcus sp. DA9	2603296	S	37	0	37	0.00018
Enterococcus sp. FDAARGOS_375	2060307	S	1	0	1	0.00000
Enterococcus sp. M190262	2582830	S	1	0	1	0.00000
Enterococcus cecorum	44008	S	10	0	10	0.00005
Enterococcus saigonensis	1805431	S	10	0	10	0.00005
Enterococcus gallinarum	1353	S	8	0	8	0.00004
Enterococcus raffinosus	71452	S	6	0	6	0.00003
Enterococcus wangshanyuanii	2005703	S	6	0	6	0.00003
Enterococcus rotai	118060	S	4	0	4	0.00002
Enterococcus gilvus	160453	S	3	0	3	0.00001
Tetragenococcus halophilus	51669	S	5	0	5	0.00002
Tetragenococcus osmophilus	526944	S	1	0	1	0.00000
Vagococcus carniphilus	218144	S	1	0	1	0.00000
Vagococcus penaei	633807	S	1	0	1	0.00000
Melissococcus plutonius	33970	S	1	0	1	0.00000
Streptococcus cristatus	45634	S	11	0	11	0.00005
Streptococcus gallolyticus	315405	S	2	0	2	0.00001
Streptococcus agalactiae	1311	S	2	0	2	0.00001
Streptococcus pyogenes	1314	S	2	242	244	0.00119
Streptococcus parauberis	1348	S	1	0	1	0.00000
Streptococcus sp. DAT741	1940319	S	1	0	1	0.00000
Streptococcus dysgalactiae	1334	S	1	0	1	0.00000
Streptococcus thermophilus	1308	S	1	0	1	0.00000
Streptococcus parasuis	1501662	S	1	0	1	0.00000
Streptococcus infantis	68892	S	1	0	1	0.00000
Lactococcus garvieae	1363	S	1	0	1	0.00000
Ligilactobacillus ruminis	1623	S	2	0	2	0.00001
Ligilactobacillus salivarius	1624	S	2	0	2	0.00001
Ligilactobacillus acidipiscis	89059	S	2	0	2	0.00001
Lactobacillus iners	147802	S	2	0	2	0.00001
Lactobacillus delbrueckii	1584	S	1	0	1	0.00000
Lactobacillus terrae	2269374	S	1	0	1	0.00000
Limosilactobacillus reuteri	1598	S	2	0	2	0.00001
Limosilactobacillus fermentum	1613	S	2	0	2	0.00001
Latilactobacillus sakei	1599	S	3	0	3	0.00001
Weissella hellenica	46256	S	1	0	1	0.00000
Weissella ceti	759620	S	1	0	1	0.00000
Carnobacterium viridans	174587	S	2	0	2	0.00001
Carnobacterium maltaromaticum	2751	S	1	0	1	0.00000
Jeotgalibaca ciconiae	2496265	S	1	0	1	0.00000
Dolosigranulum pigrum	29394	S	1	0	1	0.00000
Aerococcus urinaeequi	51665	S	2	0	2	0.00001
Staphylococcus aureus	1280	S	203	302	505	0.00246
Staphylococcus cohnii	29382	S	138	277	415	0.00202
Staphylococcus simulans	1286	S	5	0	5	0.00002
Staphylococcus xylosus	1288	S	4	0	4	0.00002
Staphylococcus pseudintermedius	283734	S	3	0	3	0.00001
Staphylococcus haemolyticus	1283	S	2	0	2	0.00001
Staphylococcus sp. IVB6181	2929481	S	2	0	2	0.00001
Staphylococcus capitis	29388	S	1	0	1	0.00000
Bacillus pseudomycoides	64104	S	3	0	3	0.00001
Bacillus cereus	1396	S	1	0	1	0.00000
Bacillus anthracis	1392	S	1	0	1	0.00000
Bacillus thuringiensis	1428	S	1	0	1	0.00000
Bacillus subtilis	1423	S	2	0	2	0.00001
Bacillus velezensis	492670	S	2	0	2	0.00001
Bacillus sp. BD59S	2499213	S	1	0	1	0.00000
Bacillus sp. NSP9.1	1071078	S	1	0	1	0.00000
Priestia megaterium	1404	S	2	0	2	0.00001
Priestia koreensis	284581	S	1	0	1	0.00000
Weizmannia coagulans	1398	S	1	0	1	0.00000
Lysinibacillus timonensis	2086577	S	1	0	1	0.00000
Heyndrickxia oleronia	38875	S	1	0	1	0.00000
Virgibacillus sp. NKC19-16	2831673	S	1	0	1	0.00000
Brevibacillus brevis	1393	S	8	0	8	0.00004
Paenibacillus polymyxa	1406	S	1	0	1	0.00000
Listeria monocytogenes	1639	S	3	0	3	0.00001
Listeria innocua	1642	S	2	0	2	0.00001
Listeria seeligeri	1640	S	1	0	1	0.00000
Listeria grayi	1641	S	1	0	1	0.00000
Sporosarcina sp. P37	1930546	S	1	0	1	0.00000
Kyrpidia tusciae	33943	S	1	0	1	0.00000
Clostridium perfringens	1502	S	1	0	1	0.00000
Clostridium sporogenes	1509	S	1	0	1	0.00000
Clostridioides difficile	1496	S	1	39	40	0.00020
Ruminococcus champanellensis	1161942	S	1	0	1	0.00000
Peptoniphilus sp. SAHP1	2948573	S	1	0	1	0.00000
Mycobacteroides abscessus	36809	S	6	0	6	0.00003
Mycobacterium avium	1764	S	3	0	3	0.00001
Mycolicibacterium austroafricanum	39687	S	3	0	3	0.00001
Aquiluna sp. KACHI24	2968831	S	1	0	1	0.00000
Leucobacter sp. CX169	2813744	S	1	0	1	0.00000
Cellulomonas palmilytica	2608402	S	1	0	1	0.00000
Streptomyces nodosus	40318	S	2	0	2	0.00001
Streptomyces sp. GS7	2692234	S	1	0	1	0.00000
Streptomyces vinaceusdrappus	67376	S	1	0	1	0.00000
Nocardioides sp. InS609-2	2760705	S	1	0	1	0.00000
Mycoplasma mycoides	2102	S	3	0	3	0.00001
Oscillatoria acuminata	118323	S	1	0	1	0.00000
Klebsiella pneumoniae	573	S	1663	48	1711	0.00834
Klebsiella variicola	244366	S	11	0	11	0.00005
Klebsiella oxytoca	571	S	2	0	2	0.00001
Klebsiella quasipneumoniae	1463165	S	1	0	1	0.00000
Salmonella enterica	28901	S	53	1108	1161	0.00566
Escherichia fergusonii	564	S	18	0	18	0.00009
Escherichia coli	562	S	4	24	28	0.00014
Enterobacter cloacae	550	S	1	0	1	0.00000
Lelliottia amnigena	61646	S	1	0	1	0.00000
Yersinia enterocolitica	630	S	13	0	13	0.00006
Serratia marcescens	615	S	1	0	1	0.00000
Arsenophonus apicola	2879119	S	3	0	3	0.00001
Pantoea dispersa	59814	S	1	0	1	0.00000
Pseudomonas sp. OE 28.3	2745519	S	181	0	181	0.00088
Pseudomonas sp. MYb193	1827300	S	160	0	160	0.00078
Pseudomonas sp. J380	2605424	S	123	0	123	0.00060
Pseudomonas sp. NS1(2017)	2025658	S	27	0	27	0.00013
Pseudomonas sp. CFSAN084952	2664899	S	20	0	20	0.00010
Pseudomonas sp. FDAARGOS_380	2018067	S	7	0	7	0.00003
Pseudomonas sp. HN11	1344094	S	7	0	7	0.00003
Pseudomonas sp. LG1E9	2219057	S	7	0	7	0.00003
Pseudomonas sp. LH1G9	2083055	S	5	0	5	0.00002
Pseudomonas sp. CYM-20-01	2870750	S	3	0	3	0.00001
Pseudomonas sp. S35	1573719	S	3	0	3	0.00001
Pseudomonas sp. R76	1573711	S	3	0	3	0.00001
Pseudomonas sp. In5(2022)	2961896	S	2	0	2	0.00001
Pseudomonas sp. WCS374	1495331	S	2	0	2	0.00001
Pseudomonas sp. DR 5-09	1534110	S	2	0	2	0.00001
Pseudomonas sp. B21-015	2895473	S	2	0	2	0.00001
Pseudomonas sp. B21-053	2895493	S	2	0	2	0.00001
Pseudomonas sp. NIBRBAC000502773	2590776	S	1	0	1	0.00000
Pseudomonas sp. URMO17WK12:I11	1283291	S	1	0	1	0.00000
Pseudomonas sp. HLS-6	2049589	S	1	0	1	0.00000
Pseudomonas sp. MPFS	2795724	S	1	0	1	0.00000
Pseudomonas sp. S09G 359	2054919	S	1	0	1	0.00000
Pseudomonas sp. 15A4	2804761	S	1	0	1	0.00000
Pseudomonas sp. PP3	2815936	S	1	0	1	0.00000
Pseudomonas sp. NC02	2067572	S	1	0	1	0.00000
Pseudomonas sp. MM213	2866807	S	1	0	1	0.00000
Pseudomonas sp. B21-023	2895477	S	1	0	1	0.00000
