name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Stenotrophomonas sp. LM091	1904944	S	910492	0	910492	0.75377
Stenotrophomonas sp. 364	2691571	S	5340	0	5340	0.00442
Stenotrophomonas sp. 169	2770322	S	1286	0	1286	0.00106
Stenotrophomonas sp. NA06056	2742129	S	502	0	502	0.00042
Stenotrophomonas sp. MYb57	1827305	S	382	0	382	0.00032
Stenotrophomonas sp. WZN-1	2005046	S	361	0	361	0.00030
Stenotrophomonas sp. pho	2211160	S	170	0	170	0.00014
Stenotrophomonas sp. SI-NJAU-1	2886359	S	166	0	166	0.00014
Stenotrophomonas sp. DR822	2871174	S	122	0	122	0.00010
Stenotrophomonas sp. G4	2303750	S	97	0	97	0.00008
Stenotrophomonas sp. SXG-1	2682487	S	97	0	97	0.00008
Stenotrophomonas sp. Pemsol	2040586	S	77	0	77	0.00006
Stenotrophomonas sp. NY11291	2939415	S	22	0	22	0.00002
Stenotrophomonas sp. ASS1	2282124	S	5	0	5	0.00000
Stenotrophomonas maltophilia	40324	S	15217	0	15217	0.01260
Stenotrophomonas sp. ESTM1D_MKCIP4_1	2072414	S	851	0	851	0.00070
Stenotrophomonas sp. SAU14A_NAIMI4_5	2072413	S	673	0	673	0.00056
Stenotrophomonas sp. ZAC14D2_NAIMI4_7	2072405	S	273	0	273	0.00023
Stenotrophomonas sp. YAU14D1_LEIMI4_1	2072407	S	107	0	107	0.00009
Stenotrophomonas sp. ZAC14A_NAIMI4_1	2072412	S	93	0	93	0.00008
Stenotrophomonas sp. YAU14A_MKIMI4_1	2072408	S	65	0	65	0.00005
Stenotrophomonas sp. SAU14A_NAIMI4_8	2072409	S	39	0	39	0.00003
Stenotrophomonas sp. ZAC14D2_NAIMI4_6	2072406	S	37	0	37	0.00003
Stenotrophomonas rhizophila	216778	S	8974	0	8974	0.00743
Stenotrophomonas indicatrix	2045451	S	796	0	796	0.00066
Stenotrophomonas acidaminiphila	128780	S	643	0	643	0.00053
Stenotrophomonas pavanii	487698	S	12	0	12	0.00001
Xanthomonas hortorum	56454	S	3385	0	3385	0.00280
Xanthomonas euroxanthea	2259622	S	759	0	759	0.00063
Xanthomonas citri	346	S	450	0	450	0.00037
Xanthomonas arboricola	56448	S	245	0	245	0.00020
Xanthomonas translucens	343	S	199	0	199	0.00016
Xanthomonas vasicola	56459	S	134	0	134	0.00011
Xanthomonas campestris	339	S	128	0	128	0.00011
Xanthomonas sp. CFBP 8445	2971236	S	46	0	46	0.00004
Xanthomonas sp. CFBP 8443	2971235	S	19	0	19	0.00002
Xanthomonas sp. GW	2724121	S	15	0	15	0.00001
Xanthomonas sp. AM6	2982531	S	13	0	13	0.00001
Xanthomonas sp. MLO165	2081477	S	5	0	5	0.00000
Xanthomonas oryzae	347	S	86	0	86	0.00007
Xanthomonas prunicola	2053930	S	86	0	86	0.00007
Xanthomonas phaseoli	1985254	S	76	0	76	0.00006
Xanthomonas hydrangeae	2775159	S	59	0	59	0.00005
Xanthomonas euvesicatoria	456327	S	38	0	38	0.00003
Xanthomonas vesicatoria	56460	S	32	0	32	0.00003
Xanthomonas sacchari	56458	S	18	0	18	0.00001
Xanthomonas theicola	56464	S	8	0	8	0.00001
Xanthomonas fragariae	48664	S	5	0	5	0.00000
Xanthomonas cassavae	56450	S	4	0	4	0.00000
Xanthomonas axonopodis	53413	S	4	0	4	0.00000
Xanthomonas cucurbitae	56453	S	2	0	2	0.00000
Xanthomonas hyacinthi	56455	S	1	0	1	0.00000
Lysobacter luteus	2822368	S	293	0	293	0.00024
Lysobacter arenosi	2795387	S	135	0	135	0.00011
Lysobacter soli	453783	S	107	0	107	0.00009
Lysobacter enzymogenes	69	S	89	0	89	0.00007
Lysobacter capsici	435897	S	73	0	73	0.00006
Lysobacter sp. 5GHs7-4	2904253	S	12	0	12	0.00001
Lysobacter sp. S4-A87	2925843	S	12	0	12	0.00001
Lysobacter sp. H21R4	2781021	S	10	0	10	0.00001
Lysobacter sp. CW239	2762611	S	5	0	5	0.00000
Lysobacter sp. K5869	2820808	S	3	0	3	0.00000
Lysobacter sp. TY2-98	2290922	S	1	0	1	0.00000
Lysobacter sp. H23M47	2781024	S	1	0	1	0.00000
Lysobacter sp. KIS68-7	2904252	S	1	0	1	0.00000
Lysobacter alkalisoli	2591633	S	27	0	27	0.00002
Lysobacter solisilvae	2763317	S	9	0	9	0.00001
