name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Pseudomonas protegens	380021	S	82800	0	82800	0.55723
Pseudomonas azotoformans	47878	S	544	0	544	0.00366
Pseudomonas fluorescens	294	S	340	0	340	0.00229
Pseudomonas orientalis	76758	S	49	0	49	0.00033
Pseudomonas poae	200451	S	41	0	41	0.00028
Pseudomonas rhodesiae	76760	S	32	0	32	0.00022
Pseudomonas synxantha	47883	S	23	0	23	0.00015
Pseudomonas corrugata	47879	S	18	0	18	0.00012
Pseudomonas trivialis	200450	S	18	0	18	0.00012
Pseudomonas mucidolens	46679	S	15	0	15	0.00010
Pseudomonas libanensis	75588	S	14	0	14	0.00009
Pseudomonas cedrina	651740	S	13	0	13	0.00009
Pseudomonas brenneri	129817	S	13	0	13	0.00009
Pseudomonas mediterranea	183795	S	11	0	11	0.00007
Pseudomonas migulae	78543	S	10	0	10	0.00007
Pseudomonas tolaasii	29442	S	10	0	10	0.00007
Pseudomonas veronii	76761	S	8	0	8	0.00005
Pseudomonas extremorientalis	169669	S	3	0	3	0.00002
Pseudomonas congelans	200452	S	2	0	2	0.00001
Pseudomonas mandelii	75612	S	1	0	1	0.00001
Pseudomonas ogarae	1114970	S	1	0	1	0.00001
Pseudomonas sp. Eqa60	2799184	S	707	0	707	0.00476
Pseudomonas sp. MYb193	1827300	S	217	0	217	0.00146
Pseudomonas sp. B21-059	2895496	S	168	0	168	0.00113
Pseudomonas sp. L5B5	2883205	S	151	0	151	0.00102
Pseudomonas sp. Os17	1500686	S	141	0	141	0.00095
Pseudomonas sp. J380	2605424	S	132	0	132	0.00089
Pseudomonas sp. CMR5c	658630	S	105	0	105	0.00071
Pseudomonas sp. NIBRBAC000502773	2590776	S	86	0	86	0.00058
Pseudomonas sp. St29	1500687	S	65	0	65	0.00044
Pseudomonas sp. 7SR1	1881017	S	42	0	42	0.00028
Pseudomonas sp. BC42	2933816	S	40	0	40	0.00027
Pseudomonas sp. S35	1573719	S	40	0	40	0.00027
Pseudomonas sp. NS1(2017)	2025658	S	39	0	39	0.00026
Pseudomonas sp. HLS-6	2049589	S	28	0	28	0.00019
Pseudomonas sp. Ost2	2678260	S	27	0	27	0.00018
Pseudomonas sp. HD6515	2856556	S	26	0	26	0.00017
Pseudomonas sp. MPFS	2795724	S	25	0	25	0.00017
Pseudomonas sp. DG56-2	2320270	S	22	0	22	0.00015
Pseudomonas sp. HN11	1344094	S	21	0	21	0.00014
Pseudomonas sp. LS1212	2972478	S	21	0	21	0.00014
Pseudomonas sp. BIOMIG1BAC	1758730	S	20	0	20	0.00013
Pseudomonas sp. MM211	2866808	S	17	0	17	0.00011
Pseudomonas sp. LPB0260	2614442	S	16	0	16	0.00011
Pseudomonas sp. ArH3a	2862945	S	16	0	16	0.00011
Pseudomonas sp. StFLB209	1028989	S	15	0	15	0.00010
Pseudomonas sp. PONIH3	1636610	S	15	0	15	0.00010
Pseudomonas sp. Marseille-Q3773	2866592	S	14	0	14	0.00009
Pseudomonas sp. R11-23-07	658632	S	14	0	14	0.00009
Pseudomonas sp. AO-1	2855434	S	13	0	13	0.00009
Pseudomonas sp. BW7P1	2973088	S	13	0	13	0.00009
Pseudomonas sp. MM213	2866807	S	12	0	12	0.00008
Pseudomonas sp. OE 28.3	2745519	S	12	0	12	0.00008
Pseudomonas sp. MRSN 12121	1611770	S	12	0	12	0.00008
Pseudomonas sp. B21-048	2895490	S	12	0	12	0.00008
Pseudomonas sp. p1(2021b)	2874628	S	11	0	11	0.00007
Pseudomonas sp. ADAK18	2730848	S	11	0	11	0.00007
Pseudomonas sp. CBS	2971912	S	11	0	11	0.00007
Pseudomonas sp. B21-053	2895493	S	11	0	11	0.00007
Pseudomonas sp. MPC6	2498848	S	11	0	11	0.00007
Pseudomonas sp. N3-W	2975049	S	10	0	10	0.00007
