name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Pseudomonas fluorescens	294	S	274393	0	274393	0.51429
Pseudomonas protegens	380021	S	2258	0	2258	0.00423
Pseudomonas mandelii	75612	S	1692	0	1692	0.00317
Pseudomonas rhodesiae	76760	S	549	0	549	0.00103
Pseudomonas veronii	76761	S	287	0	287	0.00054
Pseudomonas synxantha	47883	S	219	0	219	0.00041
Pseudomonas orientalis	76758	S	192	0	192	0.00036
Pseudomonas trivialis	200450	S	77	0	77	0.00014
Pseudomonas migulae	78543	S	68	0	68	0.00013
Pseudomonas azotoformans	47878	S	53	0	53	0.00010
Pseudomonas tolaasii	29442	S	52	0	52	0.00010
Pseudomonas corrugata	47879	S	52	0	52	0.00010
Pseudomonas mucidolens	46679	S	50	0	50	0.00009
Pseudomonas libanensis	75588	S	40	0	40	0.00007
Pseudomonas poae	200451	S	34	0	34	0.00006
Pseudomonas brenneri	129817	S	31	0	31	0.00006
Pseudomonas mediterranea	183795	S	25	0	25	0.00005
Pseudomonas congelans	200452	S	23	0	23	0.00004
Pseudomonas cedrina	651740	S	15	0	15	0.00003
Pseudomonas extremorientalis	169669	S	4	0	4	0.00001
Pseudomonas ogarae	1114970	S	4	0	4	0.00001
Pseudomonas sp. DR 5-09	1534110	S	4054	0	4054	0.00760
Pseudomonas sp. 3-2	2867408	S	3558	0	3558	0.00667
Pseudomonas sp. B21-021	2895476	S	2849	0	2849	0.00534
Pseudomonas sp. BW7P1	2973088	S	1408	0	1408	0.00264
Pseudomonas sp. HS6	2850559	S	1190	0	1190	0.00223
Pseudomonas sp. So3.2b	2864101	S	1115	0	1115	0.00209
Pseudomonas sp. IzPS59	2774459	S	832	0	832	0.00156
Pseudomonas sp. IAC-BECa141	2793103	S	563	0	563	0.00106
Pseudomonas sp. B21-015	2895473	S	434	0	434	0.00081
Pseudomonas sp. B21-044	2895488	S	390	0	390	0.00073
Pseudomonas sp. NIBR-H-19	2901380	S	386	0	386	0.00072
Pseudomonas sp. Seg1	2678259	S	356	0	356	0.00067
Pseudomonas sp. B21-056	2895495	S	301	0	301	0.00056
Pseudomonas sp. DTU12.3	2073078	S	261	0	261	0.00049
Pseudomonas sp. Eqa60	2799184	S	229	0	229	0.00043
Pseudomonas sp. Y5-11	2749808	S	224	0	224	0.00042
Pseudomonas sp. UW4	1207075	S	220	0	220	0.00041
Pseudomonas sp. B21-051	2895491	S	219	0	219	0.00041
Pseudomonas sp. R84	1573712	S	213	0	213	0.00040
Pseudomonas sp. B21-040	2895486	S	183	0	183	0.00034
Pseudomonas sp. AO-1	2855434	S	177	0	177	0.00033
Pseudomonas sp. URMO17WK12:I11	1283291	S	166	0	166	0.00031
Pseudomonas sp. SCA2728.1_7	2825975	S	156	0	156	0.00029
Pseudomonas sp. R76	1573711	S	144	0	144	0.00027
