name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Homo sapiens	9606	S	5480	0	5480	0.60963
Pseudomonas azotoformans	47878	S	637	0	637	0.07086
Pseudomonas fluorescens	294	S	19	0	19	0.00211
Pseudomonas synxantha	47883	S	6	0	6	0.00067
Pseudomonas trivialis	200450	S	6	0	6	0.00067
Pseudomonas extremorientalis	169669	S	4	0	4	0.00044
Pseudomonas cedrina	651740	S	3	0	3	0.00033
Pseudomonas orientalis	76758	S	3	0	3	0.00033
Pseudomonas tolaasii	29442	S	2	0	2	0.00022
Pseudomonas poae	200451	S	2	0	2	0.00022
Pseudomonas mandelii	75612	S	2	0	2	0.00022
Pseudomonas veronii	76761	S	1	0	1	0.00011
Pseudomonas protegens	380021	S	1	0	1	0.00011
Pseudomonas rhodesiae	76760	S	1	0	1	0.00011
Pseudomonas sp. J380	2605424	S	212	0	212	0.02358
Pseudomonas sp. NS1(2017)	2025658	S	71	0	71	0.00790
Pseudomonas sp. HN11	1344094	S	11	0	11	0.00122
Pseudomonas sp. S35	1573719	S	5	0	5	0.00056
Pseudomonas sp. CIP-10	2892442	S	4	0	4	0.00044
Pseudomonas sp. S09G 359	2054919	S	4	0	4	0.00044
Pseudomonas sp. OE 28.3	2745519	S	4	0	4	0.00044
Pseudomonas sp. Y39-6	2749807	S	3	0	3	0.00033
Pseudomonas sp. CYM-20-01	2870750	S	3	0	3	0.00033
Pseudomonas sp. ADAK18	2730848	S	3	0	3	0.00033
Pseudomonas sp. R76	1573711	S	3	0	3	0.00033
Pseudomonas sp. B21-023	2895477	S	2	0	2	0.00022
Pseudomonas sp. B21-056	2895495	S	2	0	2	0.00022
Pseudomonas sp. 7-41	2898483	S	2	0	2	0.00022
Pseudomonas sp. NIBR-H-19	2901380	S	2	0	2	0.00022
Pseudomonas sp. NIBRBAC000502773	2590776	S	2	0	2	0.00022
Pseudomonas sp. LG1E9	2219057	S	2	0	2	0.00022
Pseudomonas sp. LS44	1357074	S	1	0	1	0.00011
Pseudomonas sp. MRSN 12121	1611770	S	1	0	1	0.00011
Pseudomonas sp. DY-1	1755504	S	1	0	1	0.00011
Pseudomonas sp. MYb193	1827300	S	1	0	1	0.00011
Pseudomonas sp. 31-12	2201356	S	1	0	1	0.00011
Pseudomonas sp. B21-040	2895486	S	1	0	1	0.00011
Pseudomonas sp. SDM007	2812000	S	1	0	1	0.00011
Pseudomonas sp. R84	1573712	S	1	0	1	0.00011
Pseudomonas sp. Y5-11	2749808	S	1	0	1	0.00011
Pseudomonas sp. HN8-3	2886361	S	1	0	1	0.00011
Pseudomonas sp. ABC1	2748080	S	1	0	1	0.00011
Pseudomonas sp. In5(2022)	2961896	S	1	0	1	0.00011
Pseudomonas sp. ADAK13	2730847	S	1	0	1	0.00011
Pseudomonas sp.	306	S	1	0	1	0.00011
Pseudomonas sp. BW7P1	2973088	S	1	0	1	0.00011
Pseudomonas sp. MM213	2866807	S	1	0	1	0.00011
Pseudomonas sp. R11-23-07	658632	S	1	0	1	0.00011
Pseudomonas sp. CFSAN084952	2664899	S	1	0	1	0.00011
Pseudomonas sp. R5-89-07	658644	S	1	0	1	0.00011
Pseudomonas sp. J452	2898441	S	1	0	1	0.00011
Pseudomonas sp. MM211	2866808	S	1	0	1	0.00011
Pseudomonas sp. R2-37-08W	1173273	S	1	0	1	0.00011
Pseudomonas sp. B21-051	2895491	S	1	0	1	0.00011
Pseudomonas simiae	321846	S	17	0	17	0.00189
Pseudomonas aeruginosa	287	S	10	129	139	0.01546
Pseudomonas alcaligenes	43263	S	3	0	3	0.00033
Pseudomonas chlororaphis	587753	S	9	54	63	0.00701
Pseudomonas promysalinigenes	485898	S	5	0	5	0.00056
Pseudomonas putida	303	S	4	0	4	0.00044
