name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Stenotrophomonas sp. LM091	1904944	S	630655	0	630655	0.43675
Stenotrophomonas sp. 364	2691571	S	29121	0	29121	0.02017
Stenotrophomonas sp. 169	2770322	S	8067	0	8067	0.00559
Stenotrophomonas sp. NA06056	2742129	S	3290	0	3290	0.00228
Stenotrophomonas sp. WZN-1	2005046	S	891	0	891	0.00062
Stenotrophomonas sp. DR822	2871174	S	760	0	760	0.00053
Stenotrophomonas sp. SI-NJAU-1	2886359	S	606	0	606	0.00042
Stenotrophomonas sp. Pemsol	2040586	S	457	0	457	0.00032
Stenotrophomonas sp. pho	2211160	S	433	0	433	0.00030
Stenotrophomonas sp. ASS1	2282124	S	288	0	288	0.00020
Stenotrophomonas sp. G4	2303750	S	279	0	279	0.00019
Stenotrophomonas sp. MYb57	1827305	S	230	0	230	0.00016
Stenotrophomonas sp. NY11291	2939415	S	157	0	157	0.00011
Stenotrophomonas sp. SXG-1	2682487	S	103	0	103	0.00007
Stenotrophomonas sp. CW117	2775920	S	9	0	9	0.00001
Stenotrophomonas rhizophila	216778	S	131425	0	131425	0.09102
Stenotrophomonas maltophilia	40324	S	72597	0	72597	0.05028
Stenotrophomonas sp. SAU14A_NAIMI4_5	2072413	S	5292	0	5292	0.00366
Stenotrophomonas sp. ESTM1D_MKCIP4_1	2072414	S	4645	0	4645	0.00322
Stenotrophomonas sp. YAU14D1_LEIMI4_1	2072407	S	2206	0	2206	0.00153
Stenotrophomonas sp. ZAC14A_NAIMI4_1	2072412	S	2170	0	2170	0.00150
Stenotrophomonas sp. ZAC14D2_NAIMI4_7	2072405	S	2092	0	2092	0.00145
Stenotrophomonas sp. ZAC14D2_NAIMI4_6	2072406	S	1268	0	1268	0.00088
Stenotrophomonas sp. SAU14A_NAIMI4_8	2072409	S	451	0	451	0.00031
Stenotrophomonas sp. YAU14A_MKIMI4_1	2072408	S	299	0	299	0.00021
Stenotrophomonas acidaminiphila	128780	S	3194	0	3194	0.00221
Stenotrophomonas indicatrix	2045451	S	687	0	687	0.00048
Stenotrophomonas pavanii	487698	S	2	0	2	0.00000
Xanthomonas sp. AM6	2982531	S	941	0	941	0.00065
Xanthomonas sp. CFBP 8443	2971235	S	763	0	763	0.00053
Xanthomonas sp. CFBP 8445	2971236	S	440	0	440	0.00030
Xanthomonas sp. SI	2724123	S	331	0	331	0.00023
