name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Pseudomonas sp. J380	2605424	S	304670	0	304670	0.62773
Pseudomonas sp. MYb193	1827300	S	840	0	840	0.00173
Pseudomonas sp. HN8-3	2886361	S	629	0	629	0.00130
Pseudomonas sp. FDAARGOS_380	2018067	S	551	0	551	0.00114
Pseudomonas sp. LH1G9	2083055	S	342	0	342	0.00070
Pseudomonas sp. SCA2728.1_7	2825975	S	228	0	228	0.00047
Pseudomonas sp. OST1909	2777367	S	196	0	196	0.00040
Pseudomonas sp. bs2935	1761895	S	159	0	159	0.00033
Pseudomonas sp. R5-89-07	658644	S	122	0	122	0.00025
Pseudomonas sp. B21-028	2895480	S	121	0	121	0.00025
Pseudomonas sp. Y5-11	2749808	S	110	0	110	0.00023
Pseudomonas sp. Y39-6	2749807	S	107	0	107	0.00022
Pseudomonas sp. AN-B15	2697023	S	97	0	97	0.00020
Pseudomonas sp. S35	1573719	S	97	0	97	0.00020
Pseudomonas sp. NS1(2017)	2025658	S	96	0	96	0.00020
Pseudomonas sp. CFSAN084952	2664899	S	88	0	88	0.00018
Pseudomonas sp. CBS	2971912	S	87	0	87	0.00018
Pseudomonas sp. OE 28.3	2745519	S	86	0	86	0.00018
Pseudomonas sp. HN11	1344094	S	83	0	83	0.00017
Pseudomonas sp. DTU12.1	2654238	S	74	0	74	0.00015
Pseudomonas sp. BIGb0427	2724470	S	74	0	74	0.00015
Pseudomonas sp. NIBR-H-19	2901380	S	71	0	71	0.00015
Pseudomonas sp. ADAK13	2730847	S	67	0	67	0.00014
Pseudomonas sp. ADAK18	2730848	S	62	0	62	0.00013
Pseudomonas sp. S09G 359	2054919	S	60	0	60	0.00012
Pseudomonas sp. 7-41	2898483	S	60	0	60	0.00012
Pseudomonas sp. LG1E9	2219057	S	48	0	48	0.00010
Pseudomonas sp. So3.2b	2864101	S	47	0	47	0.00010
Pseudomonas sp. N3-W	2975049	S	46	0	46	0.00009
Pseudomonas sp. SDM007	2812000	S	44	0	44	0.00009
Pseudomonas sp. R76	1573711	S	40	0	40	0.00008
Pseudomonas sp. ArH3a	2862945	S	39	0	39	0.00008
Pseudomonas sp. CYM-20-01	2870750	S	39	0	39	0.00008
Pseudomonas sp. BIOMIG1BAC	1758730	S	34	0	34	0.00007
Pseudomonas sp. B21-053	2895493	S	33	0	33	0.00007
Pseudomonas sp. CIP-10	2892442	S	33	0	33	0.00007
Pseudomonas sp. StFLB209	1028989	S	30	0	30	0.00006
Pseudomonas sp. 7SR1	1881017	S	26	0	26	0.00005
Pseudomonas sp. BW7P1	2973088	S	25	0	25	0.00005
