name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Enterococcus faecium	1352	S	272450	0	272450	0.72035
Enterococcus lactis	357441	S	1029	0	1029	0.00272
Enterococcus hirae	1354	S	758	0	758	0.00200
Enterococcus faecalis	1351	S	740	0	740	0.00196
Enterococcus durans	53345	S	421	0	421	0.00111
Enterococcus mundtii	53346	S	387	0	387	0.00102
Enterococcus sp. DA9	2603296	S	176	0	176	0.00047
Enterococcus sp. FDAARGOS_375	2060307	S	112	0	112	0.00030
Enterococcus sp. CR-Ec1	2057791	S	1	0	1	0.00000
Enterococcus sp. FDAARGOS_553	2420313	S	1	0	1	0.00000
Enterococcus sp. LX10	2920934	S	1	0	1	0.00000
Enterococcus casseliflavus	37734	S	242	0	242	0.00064
Enterococcus avium	33945	S	169	0	169	0.00045
Enterococcus thailandicus	417368	S	132	0	132	0.00035
Enterococcus cecorum	44008	S	87	0	87	0.00023
Enterococcus gallinarum	1353	S	80	0	80	0.00021
Enterococcus saigonensis	1805431	S	67	0	67	0.00018
Enterococcus raffinosus	71452	S	26	0	26	0.00007
Enterococcus rotai	118060	S	13	0	13	0.00003
Enterococcus wangshanyuanii	2005703	S	8	0	8	0.00002
Enterococcus gilvus	160453	S	5	0	5	0.00001
Tetragenococcus halophilus	51669	S	43	0	43	0.00011
Vagococcus carniphilus	218144	S	36	0	36	0.00010
Vagococcus teuberi	519472	S	5	0	5	0.00001
Vagococcus fluvialis	2738	S	1	0	1	0.00000
Vagococcus penaei	633807	S	1	0	1	0.00000
Vagococcus xieshaowenii	2562451	S	1	0	1	0.00000
Streptococcus suis	1307	S	45	0	45	0.00012
Streptococcus agalactiae	1311	S	25	0	25	0.00007
Streptococcus cristatus	45634	S	18	0	18	0.00005
Streptococcus sobrinus	1310	S	11	0	11	0.00003
Streptococcus pluranimalium	82348	S	10	0	10	0.00003
Streptococcus parauberis	1348	S	9	0	9	0.00002
Streptococcus pyogenes	1314	S	8	772	780	0.00206
Streptococcus gordonii	1302	S	3	317	320	0.00085
Streptococcus thermophilus	1308	S	3	0	3	0.00001
Streptococcus anginosus	1328	S	1	0	1	0.00000
Streptococcus pantholopis	1811193	S	2	0	2	0.00001
Streptococcus gallolyticus	315405	S	1	0	1	0.00000
Streptococcus pasteurianus	197614	S	1	0	1	0.00000
Streptococcus infantis	68892	S	1	0	1	0.00000
Streptococcus iniae	1346	S	1	0	1	0.00000
Streptococcus sp. DAT741	1940319	S	1	0	1	0.00000
Lactococcus raffinolactis	1366	S	4	0	4	0.00001
Lactococcus garvieae	1363	S	2	0	2	0.00001
Lactococcus lactis	1358	S	1	0	1	0.00000
Jeotgalibaca sp. PTS2502	1903686	S	51	0	51	0.00013
