name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Homo sapiens	9606	S	644348	0	644348	0.55946
Aeromonas caviae	648	S	69512	0	69512	0.06035
Aeromonas hydrophila	644	S	151	0	151	0.00013
Aeromonas veronii	654	S	46	0	46	0.00004
Aeromonas encheleia	73010	S	13	0	13	0.00001
Aeromonas schubertii	652	S	12	0	12	0.00001
Aeromonas dhakensis	196024	S	12	69	81	0.00007
Aeromonas sp. CA23	2033032	S	7	0	7	0.00001
Aeromonas sp. FDAARGOS 1405	2778054	S	4	0	4	0.00000
Aeromonas media	651	S	10	0	10	0.00001
Aeromonas enteropelogenes	29489	S	1	0	1	0.00000
Aeromonas simiae	218936	S	1	0	1	0.00000
Dongshaea marina	2047966	S	19	0	19	0.00002
Tolumonas auensis	43948	S	16	0	16	0.00001
Oceanisphaera avium	1903694	S	7	0	7	0.00001
Zobellella denitrificans	347534	S	7	0	7	0.00001
Oceanimonas sp. GK1	511062	S	3	0	3	0.00000
Succinivibrio dextrinosolvens	83771	S	14	0	14	0.00001
Pseudomonas sp. CIP-10	2892442	S	9402	0	9402	0.00816
Pseudomonas sp. J380	2605424	S	4661	0	4661	0.00405
Pseudomonas sp. OE 28.3	2745519	S	40	0	40	0.00003
Pseudomonas sp. HN11	1344094	S	34	0	34	0.00003
Pseudomonas sp. StFLB209	1028989	S	25	0	25	0.00002
Pseudomonas sp. CC6-YY-74	1930532	S	23	0	23	0.00002
Pseudomonas sp. KNUC1026	2893890	S	20	0	20	0.00002
Pseudomonas sp. M1	95619	S	18	0	18	0.00002
Pseudomonas sp. S09G 359	2054919	S	17	0	17	0.00001
Pseudomonas sp. HN8-3	2886361	S	16	0	16	0.00001
Pseudomonas sp. S34	1573718	S	16	0	16	0.00001
Pseudomonas sp. LRP2-20	2944234	S	14	0	14	0.00001
Pseudomonas sp. B21-044	2895488	S	13	0	13	0.00001
Pseudomonas sp. S35	1573719	S	13	0	13	0.00001
Pseudomonas sp. LPB0260	2614442	S	13	0	13	0.00001
Pseudomonas sp. 31-12	2201356	S	12	0	12	0.00001
Pseudomonas sp. N3-W	2975049	S	12	0	12	0.00001
Pseudomonas sp. SDM007	2812000	S	12	0	12	0.00001
Pseudomonas sp. MYb193	1827300	S	12	0	12	0.00001
Pseudomonas sp. LG1E9	2219057	S	11	0	11	0.00001
Pseudomonas sp. R76	1573711	S	10	0	10	0.00001
Pseudomonas sp. DR 5-09	1534110	S	10	0	10	0.00001
Pseudomonas sp. Lz4W	1206777	S	10	0	10	0.00001
Pseudomonas sp. NIBRBAC000502773	2590776	S	10	0	10	0.00001
Pseudomonas sp. B21-035	2895484	S	10	0	10	0.00001
Pseudomonas sp. LS.1a	2920387	S	9	0	9	0.00001
Pseudomonas sp. PIA16	2931382	S	9	0	9	0.00001
Pseudomonas sp. FDAARGOS_380	2018067	S	9	0	9	0.00001
Pseudomonas sp. LS1212	2972478	S	9	0	9	0.00001
Pseudomonas sp. PP3	2815936	S	8	0	8	0.00001
