name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Pseudomonas sp. OE 28.3	2745519	S	32692	0	32692	0.02982
Pseudomonas sp. S09G 359	2054919	S	16324	0	16324	0.01489
Pseudomonas sp. NS1(2017)	2025658	S	15913	0	15913	0.01452
Pseudomonas sp. HN11	1344094	S	15388	0	15388	0.01404
Pseudomonas sp. R76	1573711	S	10918	0	10918	0.00996
Pseudomonas sp. R5-89-07	658644	S	10841	0	10841	0.00989
Pseudomonas sp. LG1E9	2219057	S	10816	0	10816	0.00987
Pseudomonas sp. S35	1573719	S	10674	0	10674	0.00974
Pseudomonas sp. ADAK18	2730848	S	9937	0	9937	0.00907
Pseudomonas sp. TMW 2.1634	1886807	S	9421	0	9421	0.00859
Pseudomonas sp. ADAK13	2730847	S	8909	0	8909	0.00813
Pseudomonas sp. CYM-20-01	2870750	S	8649	0	8649	0.00789
Pseudomonas sp. SXM-1	2169583	S	6900	0	6900	0.00629
Pseudomonas sp. NIBRBAC000502773	2590776	S	6374	0	6374	0.00581
Pseudomonas sp. CBS	2971912	S	5532	0	5532	0.00505
Pseudomonas sp. ADAK22	2730851	S	4795	0	4795	0.00437
Pseudomonas sp. LBUM920	2126069	S	4295	0	4295	0.00392
Pseudomonas sp. SDM007	2812000	S	4238	0	4238	0.00387
Pseudomonas sp. FDAARGOS_380	2018067	S	3594	0	3594	0.00328
Pseudomonas sp. MYb193	1827300	S	3308	0	3308	0.00302
Pseudomonas sp. J380	2605424	S	2724	0	2724	0.00249
Pseudomonas sp. N3-W	2975049	S	2686	0	2686	0.00245
Pseudomonas sp. Ost2	2678260	S	2354	0	2354	0.00215
Pseudomonas sp. ERGC3:05	2866386	S	2203	0	2203	0.00201
Pseudomonas sp. PIA16	2931382	S	1940	0	1940	0.00177
Pseudomonas sp. B21-048	2895490	S	1829	0	1829	0.00167
Pseudomonas sp. R3-18-08	1173283	S	1754	0	1754	0.00160
Pseudomonas sp. R2-37-08W	1173273	S	1560	0	1560	0.00142
Pseudomonas sp. B21-040	2895486	S	1501	0	1501	0.00137
Pseudomonas sp. TKP	1415630	S	1435	0	1435	0.00131
Pseudomonas sp. NIBR-H-19	2901380	S	1433	0	1433	0.00131
Pseudomonas sp. S34	1573718	S	1430	0	1430	0.00130
Pseudomonas sp. LS1212	2972478	S	1416	0	1416	0.00129
Pseudomonas sp. URMO17WK12:I11	1283291	S	1378	0	1378	0.00126
Pseudomonas sp. MPC6	2498848	S	1372	0	1372	0.00125
Pseudomonas sp. NC02	2067572	S	1363	0	1363	0.00124
Pseudomonas sp. BW7P1	2973088	S	1337	0	1337	0.00122
Pseudomonas sp. 7SR1	1881017	S	1312	0	1312	0.00120
Pseudomonas sp. Tri1	2823875	S	1285	0	1285	0.00117
Pseudomonas sp. R84	1573712	S	1283	0	1283	0.00117
Pseudomonas sp. Seg1	2678259	S	1268	0	1268	0.00116
Pseudomonas sp. HN8-3	2886361	S	1221	0	1221	0.00111
Pseudomonas sp. DTU12.3	2073078	S	1200	0	1200	0.00109
Pseudomonas sp. MM213	2866807	S	1183	0	1183	0.00108
Pseudomonas sp. DR48	2871095	S	1175	0	1175	0.00107
Pseudomonas sp. UW4	1207075	S	1167	0	1167	0.00106
Pseudomonas sp. L5B5	2883205	S	1165	0	1165	0.00106
Pseudomonas sp. In5(2022)	2961896	S	1140	0	1140	0.00104
Pseudomonas sp. ACM7	2052956	S	1140	0	1140	0.00104
Pseudomonas sp. B21-015	2895473	S	1119	0	1119	0.00102
Pseudomonas sp.	306	S	1088	0	1088	0.00099
Pseudomonas sp. DG56-2	2320270	S	1043	0	1043	0.00095
Pseudomonas sp. CFSAN084952	2664899	S	1040	0	1040	0.00095
Pseudomonas sp. CMR5c	658630	S	985	0	985	0.00090
Pseudomonas sp. OST1909	2777367	S	985	0	985	0.00090
Pseudomonas sp. LG1D9	2083054	S	961	0	961	0.00088
Pseudomonas sp. 31-12	2201356	S	959	0	959	0.00087
Pseudomonas sp. DR208	2870840	S	918	0	918	0.00084
Pseudomonas sp. B21-053	2895493	S	898	0	898	0.00082
Pseudomonas sp. B21-054	2895494	S	868	0	868	0.00079
Pseudomonas sp. 3-2	2867408	S	859	0	859	0.00078
Pseudomonas sp. PP3	2815936	S	856	0	856	0.00078
Pseudomonas sp. HS6	2850559	S	844	0	844	0.00077
Pseudomonas sp. B21-056	2895495	S	829	0	829	0.00076
Pseudomonas sp. So3.2b	2864101	S	815	0	815	0.00074
Pseudomonas sp. B21-028	2895480	S	802	0	802	0.00073
Pseudomonas sp. LH1G9	2083055	S	779	0	779	0.00071
Pseudomonas sp. DTU12.1	2654238	S	777	0	777	0.00071
Pseudomonas sp. R4-34-07	658642	S	770	0	770	0.00070
Pseudomonas sp. R4-35-07	658643	S	754	0	754	0.00069
Pseudomonas sp. R3-52-08	1173284	S	744	0	744	0.00068
Pseudomonas sp. R2-60-08W	1173280	S	721	0	721	0.00066
Pseudomonas sp. B21-051	2895491	S	718	0	718	0.00066
Pseudomonas sp. B21-021	2895476	S	698	0	698	0.00064
Pseudomonas sp. R1-43-08	1173270	S	693	0	693	0.00063
Pseudomonas sp. HLS-6	2049589	S	677	0	677	0.00062
Pseudomonas sp. IB20	1702250	S	659	0	659	0.00060
Pseudomonas sp. AO-1	2855434	S	658	0	658	0.00060
Pseudomonas sp. St316	2678257	S	654	0	654	0.00060
Pseudomonas sp. SCA2728.1_7	2825975	S	629	0	629	0.00057
Pseudomonas sp. p1(2021b)	2874628	S	626	0	626	0.00057
Pseudomonas sp. ArH3a	2862945	S	620	0	620	0.00057
Pseudomonas sp. YeP6b	2861775	S	619	0	619	0.00056
Pseudomonas sp. R4-39-08	1173288	S	615	0	615	0.00056
Pseudomonas sp. R11-23-07	658632	S	604	0	604	0.00055
Pseudomonas sp. IzPS59	2774459	S	602	0	602	0.00055
Pseudomonas sp. Colony2	2861799	S	595	0	595	0.00054
Pseudomonas sp. Leaf58	1736226	S	590	0	590	0.00054
Pseudomonas sp. BT-42-2	2986927	S	588	0	588	0.00054
Pseudomonas sp. B21-059	2895496	S	580	0	580	0.00053
Pseudomonas sp. StFLB209	1028989	S	572	0	572	0.00052
Pseudomonas sp. B21-019	2895475	S	571	0	571	0.00052
Pseudomonas sp. 15A4	2804761	S	564	0	564	0.00051
Pseudomonas sp. PS1(2021)	2866282	S	557	0	557	0.00051
Pseudomonas sp. Y39-6	2749807	S	534	0	534	0.00049
Pseudomonas sp. DY-1	1755504	S	498	0	498	0.00045
Pseudomonas sp. CC6-YY-74	1930532	S	492	0	492	0.00045
Pseudomonas sp. SK3(2021)	2841064	S	487	0	487	0.00044
Pseudomonas sp. KNUC1026	2893890	S	485	0	485	0.00044
Pseudomonas sp. MSPm1	2726956	S	468	0	468	0.00043
Pseudomonas sp. Marseille-Q3773	2866592	S	457	0	457	0.00042
Pseudomonas sp. DR 5-09	1534110	S	457	0	457	0.00042
Pseudomonas sp. LS44	1357074	S	454	0	454	0.00041
Pseudomonas sp. MM211	2866808	S	403	0	403	0.00037
Pseudomonas sp. 09C 129	2054915	S	397	0	397	0.00036
