name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Enterococcus faecium	1352	S	1733	0	1733	0.29443
Enterococcus faecalis	1351	S	8	0	8	0.00136
Enterococcus mundtii	53346	S	3	0	3	0.00051
Enterococcus sp. DA9	2603296	S	3	0	3	0.00051
Enterococcus lactis	357441	S	3	0	3	0.00051
Enterococcus hirae	1354	S	2	0	2	0.00034
Enterococcus avium	33945	S	2	0	2	0.00034
Enterococcus casseliflavus	37734	S	2	0	2	0.00034
Enterococcus durans	53345	S	2	0	2	0.00034
Enterococcus gallinarum	1353	S	1	0	1	0.00017
Enterococcus cecorum	44008	S	1	0	1	0.00017
Enterococcus wangshanyuanii	2005703	S	1	0	1	0.00017
Jeotgalibaca sp. PTS2502	1903686	S	1	0	1	0.00017
Staphylococcus aureus	1280	S	38	27	65	0.01104
Bacillus aquiflavi	2672567	S	1	0	1	0.00017
Bacillus thuringiensis	1428	S	1	0	1	0.00017
Terribacillus sp. DMT04	2850441	S	1	0	1	0.00017
Faecalibacterium prausnitzii	853	S	1	0	1	0.00017
Vescimonas coprocola	2714355	S	1	0	1	0.00017
Ruthenibacterium lactatiformans	1550024	S	1	0	1	0.00017
Clostridium perfringens	1502	S	1	0	1	0.00017
Streptomyces sp. ST1015	1848900	S	2	0	2	0.00034
Streptomyces sp. ICC1	2099583	S	1	0	1	0.00017
Streptomyces sp. Tu 2975	2676871	S	1	0	1	0.00017
Mycobacteroides abscessus	36809	S	1	0	1	0.00017
Pengzhenrongella sicca	2819238	S	1	0	1	0.00017
Acidipropionibacterium virtanenii	2057246	S	1	0	1	0.00017
Collinsella aerofaciens	74426	S	2	0	2	0.00034
Pseudomonas sp. MYb193	1827300	S	133	0	133	0.02260
Pseudomonas sp. OE 28.3	2745519	S	130	0	130	0.02209
Pseudomonas sp. J380	2605424	S	104	0	104	0.01767
Pseudomonas sp. CFSAN084952	2664899	S	11	0	11	0.00187
Pseudomonas sp. LG1E9	2219057	S	5	0	5	0.00085
Pseudomonas sp. FDAARGOS_380	2018067	S	2	0	2	0.00034
Pseudomonas sp. NS1(2017)	2025658	S	2	0	2	0.00034
Pseudomonas sp. ADAK22	2730851	S	2	0	2	0.00034
Pseudomonas sp. R2-37-08W	1173273	S	2	0	2	0.00034
Pseudomonas sp. R5-89-07	658644	S	1	0	1	0.00017
Pseudomonas sp. DG56-2	2320270	S	1	0	1	0.00017
Pseudomonas sp. S09G 359	2054919	S	1	0	1	0.00017
Pseudomonas sp. DR208	2870840	S	1	0	1	0.00017
Pseudomonas sp. R4-39-08	1173288	S	1	0	1	0.00017
Pseudomonas sp. CCOS 191	1649877	S	1	0	1	0.00017
Pseudomonas sp. NIBRBAC000502773	2590776	S	1	0	1	0.00017
Pseudomonas sp. S49	1573720	S	1	0	1	0.00017
Pseudomonas sp. LH1G9	2083055	S	1	0	1	0.00017
Pseudomonas sp. SXM-1	2169583	S	1	0	1	0.00017
Pseudomonas sp. NIBR-H-19	2901380	S	1	0	1	0.00017
Pseudomonas sp. B10	118613	S	1	0	1	0.00017
Pseudomonas sp. CBS	2971912	S	1	0	1	0.00017
Pseudomonas sp. ACM7	2052956	S	1	0	1	0.00017
Pseudomonas sp. In5(2022)	2961896	S	1	0	1	0.00017
Pseudomonas sp. ERGC3:05	2866386	S	1	0	1	0.00017
Pseudomonas sp. LRP2-20	2944234	S	1	0	1	0.00017
Pseudomonas sp. Ost2	2678260	S	1	0	1	0.00017
Pseudomonas sp. Seg1	2678259	S	1	0	1	0.00017
Pseudomonas sp.	306	S	1	0	1	0.00017
Pseudomonas simiae	321846	S	283	0	283	0.04808
Pseudomonas fluorescens	294	S	52	0	52	0.00883
Pseudomonas azotoformans	47878	S	3	0	3	0.00051
Pseudomonas synxantha	47883	S	3	0	3	0.00051
Pseudomonas orientalis	76758	S	3	0	3	0.00051
Pseudomonas libanensis	75588	S	2	0	2	0.00034
Pseudomonas rhodesiae	76760	S	2	0	2	0.00034
Pseudomonas trivialis	200450	S	2	0	2	0.00034
Pseudomonas mucidolens	46679	S	1	0	1	0.00017
Pseudomonas aeruginosa	287	S	10	224	234	0.03976
Pseudomonas alcaligenes	43263	S	2	0	2	0.00034
Pseudomonas mendocina	300	S	1	0	1	0.00017
Pseudomonas chlororaphis	587753	S	5	61	66	0.01121
Pseudomonas fragi	296	S	2	0	2	0.00034
Pseudomonas lactis	1615674	S	4	0	4	0.00068
Pseudomonas syringae group genomosp. 3	251701	S	2	0	2	0.00034
Pseudomonas viridiflava	33069	S	1	0	1	0.00017
Pseudomonas syringae	317	S	1	0	1	0.00017
Pseudomonas promysalinigenes	485898	S	3	0	3	0.00051
Pseudomonas palleroniana	191390	S	3	0	3	0.00051
Pseudomonas asgharzadehiana	2842349	S	3	0	3	0.00051
Pseudomonas izuensis	2684212	S	2	0	2	0.00034
Pseudomonas marincola	437900	S	2	0	2	0.00034
Pseudomonas putida	303	S	2	0	2	0.00034
Pseudomonas pohangensis	364197	S	2	0	2	0.00034
Pseudomonas argentinensis	289370	S	1	0	1	0.00017
Pseudomonas tritici	2745518	S	1	0	1	0.00017
Pseudomonas juntendi	2666183	S	1	0	1	0.00017
Pseudomonas campi	2731681	S	1	0	1	0.00017
Pseudomonas extremaustralis	359110	S	1	0	1	0.00017
Pseudomonas alkylphenolica	237609	S	1	0	1	0.00017
Pseudomonas antarctica	219572	S	1	0	1	0.00017
Pseudomonas salmasensis	2745514	S	1	0	1	0.00017
Pseudomonas phenolilytica	2746321	S	1	0	1	0.00017
Pseudomonas sediminis	1691904	S	1	0	1	0.00017
Pseudomonas yamanorum	515393	S	1	0	1	0.00017
Pseudomonas silesiensis	1853130	S	1	0	1	0.00017
Pseudomonas frederiksbergensis	104087	S	1	0	1	0.00017
Pseudomonas alcaliphila	101564	S	1	0	1	0.00017
Pseudomonas thivervalensis	86265	S	1	0	1	0.00017
Pseudomonas vanderleydeniana	2745495	S	1	0	1	0.00017
Pseudomonas cavernae	2320867	S	1	0	1	0.00017
Pseudomonas brassicacearum	930166	S	1	1	2	0.00034
Stenotrophomonas maltophilia	40324	S	197	0	197	0.03347
Stenotrophomonas sp. ZAC14D2_NAIMI4_7	2072405	S	1	0	1	0.00017
Stenotrophomonas sp. YAU14D1_LEIMI4_1	2072407	S	1	0	1	0.00017
Stenotrophomonas sp. YAU14A_MKIMI4_1	2072408	S	1	0	1	0.00017
Stenotrophomonas sp. ZAC14A_NAIMI4_1	2072412	S	1	0	1	0.00017
Stenotrophomonas sp. SAU14A_NAIMI4_5	2072413	S	1	0	1	0.00017
Stenotrophomonas sp. ESTM1D_MKCIP4_1	2072414	S	1	0	1	0.00017
Stenotrophomonas sp. LM091	1904944	S	76	0	76	0.01291
Stenotrophomonas sp. NA06056	2742129	S	38	0	38	0.00646
Stenotrophomonas sp. DR822	2871174	S	9	0	9	0.00153
Stenotrophomonas sp. 364	2691571	S	4	0	4	0.00068
Stenotrophomonas sp. SI-NJAU-1	2886359	S	3	0	3	0.00051
Stenotrophomonas sp. MYb57	1827305	S	2	0	2	0.00034
Stenotrophomonas sp. Pemsol	2040586	S	2	0	2	0.00034
Stenotrophomonas sp. 169	2770322	S	2	0	2	0.00034
Stenotrophomonas sp. G4	2303750	S	2	0	2	0.00034
Stenotrophomonas sp. NY11291	2939415	S	1	0	1	0.00017
Stenotrophomonas rhizophila	216778	S	23	0	23	0.00391
Stenotrophomonas indicatrix	2045451	S	4	0	4	0.00068
