name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Homo sapiens	9606	S	1005975	0	1005975	0.72922
Pseudoalteromonas sp. 3J6	649161	S	191522	0	191522	0.13883
Pseudoalteromonas sp. Scap06	2589991	S	84	0	84	0.00006
Pseudoalteromonas sp. Scap25	2589992	S	50	0	50	0.00004
Pseudoalteromonas sp. SCSIO 43201	2822842	S	7	0	7	0.00001
Pseudoalteromonas sp. JSTW	2752475	S	5	0	5	0.00000
Pseudoalteromonas sp. R3	1709477	S	3	0	3	0.00000
Pseudoalteromonas sp. Bsw20308	283699	S	1	0	1	0.00000
Pseudoalteromonas aliena	247523	S	16	0	16	0.00001
Pseudoalteromonas phenolica	161398	S	14	0	14	0.00001
Pseudoalteromonas luteoviolacea	43657	S	11	0	11	0.00001
Pseudoalteromonas spongiae	298657	S	7	0	7	0.00001
Pseudoalteromonas espejiana	28107	S	7	0	7	0.00001
Pseudoalteromonas rubra	43658	S	7	0	7	0.00001
Pseudoalteromonas piscicida	43662	S	6	0	6	0.00000
Pseudoalteromonas translucida	166935	S	5	0	5	0.00000
Pseudoalteromonas mariniglutinosa	206042	S	4	0	4	0.00000
Pseudoalteromonas piratica	1348114	S	3	0	3	0.00000
Pseudoalteromonas ulvae	107327	S	3	0	3	0.00000
Pseudoalteromonas rhizosphaerae	2518973	S	2	0	2	0.00000
Pseudoalteromonas distincta	77608	S	1	0	1	0.00000
Pseudoalteromonas shioyasakiensis	1190813	S	1	0	1	0.00000
Psychrosphaera aestuarii	1266052	S	3	0	3	0.00000
Psychrosphaera ytuae	2820710	S	2	0	2	0.00000
Flocculibacter collagenilyticus	2744479	S	4	0	4	0.00000
Shewanella sp. Scap07	2589987	S	156	0	156	0.00011
Shewanella sp. Arc9-LZ	2698686	S	14	0	14	0.00001
Shewanella sp. WPAGA9	2775245	S	13	0	13	0.00001
Shewanella sp. ANA-3	94122	S	10	0	10	0.00001
