name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Enterococcus faecium	1352	S	361530	0	361530	0.77880
Enterococcus durans	53345	S	884	0	884	0.00190
Enterococcus faecalis	1351	S	761	0	761	0.00164
Enterococcus avium	33945	S	413	0	413	0.00089
Enterococcus lactis	357441	S	381	0	381	0.00082
Enterococcus hirae	1354	S	351	0	351	0.00076
Enterococcus sp. DA9	2603296	S	182	0	182	0.00039
Enterococcus sp. FDAARGOS_553	2420313	S	73	0	73	0.00016
Enterococcus sp. CR-Ec1	2057791	S	5	0	5	0.00001
Enterococcus sp. FDAARGOS_375	2060307	S	5	0	5	0.00001
Enterococcus mundtii	53346	S	257	0	257	0.00055
Enterococcus casseliflavus	37734	S	241	0	241	0.00052
Enterococcus cecorum	44008	S	115	0	115	0.00025
Enterococcus thailandicus	417368	S	89	0	89	0.00019
Enterococcus raffinosus	71452	S	74	0	74	0.00016
Enterococcus saigonensis	1805431	S	38	0	38	0.00008
Enterococcus gilvus	160453	S	23	0	23	0.00005
Enterococcus gallinarum	1353	S	21	0	21	0.00005
Enterococcus wangshanyuanii	2005703	S	6	0	6	0.00001
Enterococcus rotai	118060	S	5	0	5	0.00001
Vagococcus fluvialis	2738	S	23	0	23	0.00005
Vagococcus lutrae	81947	S	2	0	2	0.00000
Vagococcus carniphilus	218144	S	2	0	2	0.00000
Vagococcus teuberi	519472	S	2	0	2	0.00000
Vagococcus hydrophili	2714947	S	2	0	2	0.00000
Vagococcus penaei	633807	S	1	0	1	0.00000
Vagococcus sp. G314FT	2920380	S	1	0	1	0.00000
Tetragenococcus halophilus	51669	S	11	0	11	0.00002
Streptococcus suis	1307	S	32	0	32	0.00007
Streptococcus thermophilus	1308	S	11	0	11	0.00002
Streptococcus pyogenes	1314	S	4	807	811	0.00175
Streptococcus parauberis	1348	S	2	0	2	0.00000
Streptococcus cristatus	45634	S	2	0	2	0.00000
Streptococcus agalactiae	1311	S	2	0	2	0.00000
Streptococcus dysgalactiae	1334	S	1	0	1	0.00000
Streptococcus pneumoniae	1313	S	1	0	1	0.00000
Streptococcus lutetiensis	150055	S	1	0	1	0.00000
Streptococcus constellatus	76860	S	1	0	1	0.00000
Lactococcus lactis	1358	S	29	0	29	0.00006
Lactococcus cremoris	1359	S	4	0	4	0.00001
Lactococcus garvieae	1363	S	1	0	1	0.00000
Lactococcus raffinolactis	1366	S	1	0	1	0.00000
Lactococcus taiwanensis	1151742	S	1	0	1	0.00000
Weissella hellenica	46256	S	2	0	2	0.00000
Weissella jogaejeotgali	1631871	S	2	0	2	0.00000
Limosilactobacillus fermentum	1613	S	3	0	3	0.00001
Limosilactobacillus reuteri	1598	S	1	0	1	0.00000
Limosilactobacillus vaginalis	1633	S	1	0	1	0.00000
Pediococcus pentosaceus	1255	S	2	0	2	0.00000
Pediococcus acidilactici	1254	S	1	0	1	0.00000
Ligilactobacillus murinus	1622	S	1	0	1	0.00000
Ligilactobacillus ruminis	1623	S	1	0	1	0.00000
Ligilactobacillus salivarius	1624	S	1	0	1	0.00000
Lacticaseibacillus paracasei	1597	S	1	0	1	0.00000
Lacticaseibacillus zeae	57037	S	1	0	1	0.00000
Latilactobacillus sakei	1599	S	2	0	2	0.00000
Latilactobacillus curvatus	28038	S	1	0	1	0.00000
Lentilactobacillus laojiaonis	2883998	S	2	0	2	0.00000
Lactiplantibacillus plantarum	1590	S	2	0	2	0.00000
Leuconostoc citreum	33964	S	1	0	1	0.00000
Fructilactobacillus sp. KI11_C11	2940300	S	1	0	1	0.00000
Periweissella cryptocerci	2506420	S	1	0	1	0.00000
Furfurilactobacillus rossiae	231049	S	1	0	1	0.00000
Companilactobacillus futsaii	938155	S	1	0	1	0.00000
Amylolactobacillus amylophilus	1603	S	1	0	1	0.00000
Ignavigranum ruoffiae	89093	S	8	0	8	0.00002
Aerococcus urinaeequi	51665	S	1	0	1	0.00000
Carnobacterium maltaromaticum	2751	S	1	0	1	0.00000
Carnobacterium viridans	174587	S	1	0	1	0.00000
Staphylococcus aureus	1280	S	1465	5983	7448	0.01604
Staphylococcus haemolyticus	1283	S	6	0	6	0.00001
Staphylococcus epidermidis	1282	S	4	0	4	0.00001
Staphylococcus simulans	1286	S	3	0	3	0.00001
Staphylococcus lugdunensis	28035	S	3	0	3	0.00001
Staphylococcus saprophyticus	29385	S	1	0	1	0.00000
Staphylococcus agnetis	985762	S	1	0	1	0.00000
Staphylococcus simiae	308354	S	1	0	1	0.00000
Mammaliicoccus sciuri	1296	S	3	0	3	0.00001
Bacillus thuringiensis	1428	S	5	0	5	0.00001
