name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Enterococcus faecium	1352	S	543489	0	543489	0.77162
Enterococcus faecalis	1351	S	1051	0	1051	0.00149
Enterococcus durans	53345	S	784	0	784	0.00111
Enterococcus mundtii	53346	S	553	0	553	0.00079
Enterococcus hirae	1354	S	530	0	530	0.00075
Enterococcus lactis	357441	S	392	0	392	0.00056
Enterococcus casseliflavus	37734	S	317	0	317	0.00045
Enterococcus sp. DA9	2603296	S	243	0	243	0.00034
Enterococcus sp. FDAARGOS_375	2060307	S	6	0	6	0.00001
Enterococcus sp. FDAARGOS_553	2420313	S	5	0	5	0.00001
Enterococcus sp. CR-Ec1	2057791	S	4	0	4	0.00001
Enterococcus avium	33945	S	218	0	218	0.00031
Enterococcus thailandicus	417368	S	185	0	185	0.00026
Enterococcus cecorum	44008	S	151	0	151	0.00021
Enterococcus saigonensis	1805431	S	73	0	73	0.00010
Enterococcus gallinarum	1353	S	50	0	50	0.00007
Enterococcus raffinosus	71452	S	40	0	40	0.00006
Enterococcus wangshanyuanii	2005703	S	17	0	17	0.00002
Enterococcus rotai	118060	S	16	0	16	0.00002
Enterococcus gilvus	160453	S	15	0	15	0.00002
Enterococcus innesii	2839759	S	1	0	1	0.00000
Vagococcus fluvialis	2738	S	21	0	21	0.00003
Vagococcus teuberi	519472	S	9	0	9	0.00001
Vagococcus carniphilus	218144	S	8	0	8	0.00001
Vagococcus lutrae	81947	S	7	0	7	0.00001
Vagococcus penaei	633807	S	4	0	4	0.00001
Vagococcus xieshaowenii	2562451	S	3	0	3	0.00000
Vagococcus zengguangii	2571750	S	1	0	1	0.00000
Vagococcus coleopterorum	2714946	S	1	0	1	0.00000
Tetragenococcus halophilus	51669	S	16	0	16	0.00002
Streptococcus agalactiae	1311	S	48	0	48	0.00007
Streptococcus cristatus	45634	S	44	0	44	0.00006
Streptococcus gordonii	1302	S	22	2406	2428	0.00345
Streptococcus suis	1307	S	11	0	11	0.00002
Streptococcus thermophilus	1308	S	10	0	10	0.00001
Streptococcus parauberis	1348	S	8	0	8	0.00001
Streptococcus pneumoniae	1313	S	5	0	5	0.00001
Streptococcus infantis	68892	S	4	0	4	0.00001
Streptococcus dysgalactiae	1334	S	4	0	4	0.00001
Streptococcus pyogenes	1314	S	4	291	295	0.00042
