name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Stenotrophomonas sp. LM091	1904944	S	270489	0	270489	0.74179
Stenotrophomonas sp. 364	2691571	S	1560	0	1560	0.00428
Stenotrophomonas sp. 169	2770322	S	338	0	338	0.00093
Stenotrophomonas sp. NA06056	2742129	S	129	0	129	0.00035
Stenotrophomonas sp. MYb57	1827305	S	118	0	118	0.00032
Stenotrophomonas sp. WZN-1	2005046	S	95	0	95	0.00026
Stenotrophomonas sp. SI-NJAU-1	2886359	S	62	0	62	0.00017
Stenotrophomonas sp. pho	2211160	S	52	0	52	0.00014
Stenotrophomonas sp. Pemsol	2040586	S	38	0	38	0.00010
Stenotrophomonas sp. G4	2303750	S	36	0	36	0.00010
Stenotrophomonas sp. DR822	2871174	S	36	0	36	0.00010
Stenotrophomonas sp. SXG-1	2682487	S	33	0	33	0.00009
Stenotrophomonas sp. NY11291	2939415	S	8	0	8	0.00002
Stenotrophomonas sp. ASS1	2282124	S	3	0	3	0.00001
Stenotrophomonas maltophilia	40324	S	4432	0	4432	0.01215
Stenotrophomonas sp. ESTM1D_MKCIP4_1	2072414	S	241	0	241	0.00066
Stenotrophomonas sp. SAU14A_NAIMI4_5	2072413	S	216	0	216	0.00059
Stenotrophomonas sp. ZAC14D2_NAIMI4_7	2072405	S	95	0	95	0.00026
Stenotrophomonas sp. YAU14D1_LEIMI4_1	2072407	S	26	0	26	0.00007
Stenotrophomonas sp. ZAC14A_NAIMI4_1	2072412	S	20	0	20	0.00005
Stenotrophomonas sp. YAU14A_MKIMI4_1	2072408	S	19	0	19	0.00005
Stenotrophomonas sp. ZAC14D2_NAIMI4_6	2072406	S	14	0	14	0.00004
Stenotrophomonas sp. SAU14A_NAIMI4_8	2072409	S	11	0	11	0.00003
Stenotrophomonas rhizophila	216778	S	2675	0	2675	0.00734
Stenotrophomonas indicatrix	2045451	S	223	0	223	0.00061
Stenotrophomonas acidaminiphila	128780	S	177	0	177	0.00049
Stenotrophomonas pavanii	487698	S	1	0	1	0.00000
Xanthomonas hortorum	56454	S	929	0	929	0.00255
Xanthomonas euroxanthea	2259622	S	194	0	194	0.00053
Xanthomonas citri	346	S	133	0	133	0.00036
Xanthomonas translucens	343	S	76	0	76	0.00021
Xanthomonas arboricola	56448	S	75	0	75	0.00021
Xanthomonas sp. CFBP 8445	2971236	S	22	0	22	0.00006
Xanthomonas sp. AM6	2982531	S	6	0	6	0.00002
Xanthomonas sp. GW	2724121	S	5	0	5	0.00001
Xanthomonas sp. CFBP 8443	2971235	S	4	0	4	0.00001
Xanthomonas phaseoli	1985254	S	43	0	43	0.00012
Xanthomonas vasicola	56459	S	42	0	42	0.00012
Xanthomonas campestris	339	S	29	0	29	0.00008
Xanthomonas oryzae	347	S	25	0	25	0.00007
Xanthomonas prunicola	2053930	S	22	0	22	0.00006
Xanthomonas hydrangeae	2775159	S	19	0	19	0.00005
Xanthomonas vesicatoria	56460	S	10	0	10	0.00003
Xanthomonas euvesicatoria	456327	S	10	0	10	0.00003
Xanthomonas axonopodis	53413	S	3	0	3	0.00001
Xanthomonas cassavae	56450	S	2	0	2	0.00001
Xanthomonas theicola	56464	S	1	0	1	0.00000
Xanthomonas hyacinthi	56455	S	1	0	1	0.00000
Xanthomonas albilineans	29447	S	1	0	1	0.00000
Lysobacter luteus	2822368	S	78	0	78	0.00021
Lysobacter soli	453783	S	41	0	41	0.00011
Lysobacter arenosi	2795387	S	41	0	41	0.00011
Lysobacter enzymogenes	69	S	21	0	21	0.00006
Lysobacter sp. 5GHs7-4	2904253	S	6	0	6	0.00002
Lysobacter sp. K5869	2820808	S	4	0	4	0.00001
Lysobacter sp. S4-A87	2925843	S	4	0	4	0.00001
Lysobacter sp. H21R4	2781021	S	3	0	3	0.00001
Lysobacter sp. HDW10	2714936	S	1	0	1	0.00000
Lysobacter sp. CW239	2762611	S	1	0	1	0.00000
Lysobacter capsici	435897	S	17	0	17	0.00005
Lysobacter alkalisoli	2591633	S	9	0	9	0.00002
Lysobacter solisilvae	2763317	S	4	0	4	0.00001
Lysobacter terrestris	2865112	S	2	0	2	0.00001
Lysobacter maris	1605891	S	1	0	1	0.00000
Lysobacter ciconiae	2781022	S	1	0	1	0.00000
Pseudoxanthomonas spadix	415229	S	83	0	83	0.00023
Pseudoxanthomonas suwonensis	314722	S	9	0	9	0.00002
Pseudoxanthomonas mexicana	128785	S	6	0	6	0.00002
Pseudoxanthomonas daejeonensis	266062	S	2	0	2	0.00001
Thermomonas carbonis	1463158	S	19	0	19	0.00005
Thermomonas brevis	215691	S	17	0	17	0.00005
Thermomonas sp. HDW16	2714945	S	3	0	3	0.00001
Luteimonas sp. YGD11-2	2508168	S	7	0	7	0.00002
Luteimonas sp. S4-F44	2925842	S	5	0	5	0.00001
Luteimonas sp. MC1572	2799325	S	1	0	1	0.00000
Luteimonas sp. MC1750	2799326	S	1	0	1	0.00000
Luteimonas fraxinea	2901869	S	8	0	8	0.00002
Luteimonas granuli	1176533	S	1	0	1	0.00000
Luteimonas yindakuii	2565782	S	1	0	1	0.00000
Xylella fastidiosa	2371	S	1	0	1	0.00000
Luteibacter pinisoli	2589080	S	22	0	22	0.00006
Rhodanobacter thiooxydans	416169	S	7	0	7	0.00002
Rhodanobacter sp. FDAARGOS 1247	2778082	S	7	0	7	0.00002
Rhodanobacter glycinis	582702	S	1	0	1	0.00000
Aerosticca soli	2010829	S	4	0	4	0.00001
Frateuria sp. 5GH9-11	1542730	S	2	0	2	0.00001
Dyella japonica	231455	S	2	0	2	0.00001
Pseudomonas azotoformans	47878	S	347	0	347	0.00095
Pseudomonas protegens	380021	S	287	0	287	0.00079
Pseudomonas fluorescens	294	S	43	0	43	0.00012
Pseudomonas cedrina	651740	S	21	0	21	0.00006
Pseudomonas synxantha	47883	S	15	0	15	0.00004
Pseudomonas orientalis	76758	S	15	0	15	0.00004
Pseudomonas tolaasii	29442	S	8	0	8	0.00002
Pseudomonas rhodesiae	76760	S	7	0	7	0.00002
Pseudomonas trivialis	200450	S	5	0	5	0.00001
Pseudomonas libanensis	75588	S	4	0	4	0.00001
Pseudomonas extremorientalis	169669	S	4	0	4	0.00001
Pseudomonas poae	200451	S	4	0	4	0.00001
Pseudomonas corrugata	47879	S	2	0	2	0.00001
Pseudomonas mediterranea	183795	S	2	0	2	0.00001
Pseudomonas mandelii	75612	S	1	0	1	0.00000
Pseudomonas migulae	78543	S	1	0	1	0.00000
Pseudomonas brenneri	129817	S	1	0	1	0.00000
Pseudomonas sp. AO-1	2855434	S	42	0	42	0.00012
Pseudomonas sp. NS1(2017)	2025658	S	42	0	42	0.00012
Pseudomonas sp. HN11	1344094	S	16	0	16	0.00004
Pseudomonas sp. OE 28.3	2745519	S	16	0	16	0.00004
Pseudomonas sp. R76	1573711	S	8	0	8	0.00002
Pseudomonas sp. S35	1573719	S	8	0	8	0.00002
Pseudomonas sp. S09G 359	2054919	S	8	0	8	0.00002
Pseudomonas sp. ADAK18	2730848	S	5	0	5	0.00001
Pseudomonas sp. NIBRBAC000502773	2590776	S	5	0	5	0.00001
Pseudomonas sp. TMW 2.1634	1886807	S	5	0	5	0.00001
Pseudomonas sp. ADAK13	2730847	S	4	0	4	0.00001
Pseudomonas sp. SXM-1	2169583	S	3	0	3	0.00001
Pseudomonas sp. B21-015	2895473	S	3	0	3	0.00001
Pseudomonas sp. B21-059	2895496	S	3	0	3	0.00001
Pseudomonas sp. R5-89-07	658644	S	3	0	3	0.00001
Pseudomonas sp. CYM-20-01	2870750	S	3	0	3	0.00001
Pseudomonas sp. LG1E9	2219057	S	3	0	3	0.00001
