name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Enterococcus faecium	1352	S	453257	0	453257	0.77706
Enterococcus faecalis	1351	S	8124	0	8124	0.01393
Enterococcus durans	53345	S	1046	0	1046	0.00179
Enterococcus lactis	357441	S	638	0	638	0.00109
Enterococcus hirae	1354	S	573	0	573	0.00098
Enterococcus sp. DA9	2603296	S	336	0	336	0.00058
Enterococcus sp. FDAARGOS_553	2420313	S	163	0	163	0.00028
Enterococcus sp. FDAARGOS_375	2060307	S	4	0	4	0.00001
Enterococcus sp. CR-Ec1	2057791	S	1	0	1	0.00000
Enterococcus sp. M190262	2582830	S	1	0	1	0.00000
Enterococcus avium	33945	S	450	0	450	0.00077
Enterococcus mundtii	53346	S	348	0	348	0.00060
Enterococcus casseliflavus	37734	S	279	0	279	0.00048
Enterococcus gallinarum	1353	S	119	0	119	0.00020
Enterococcus thailandicus	417368	S	85	0	85	0.00015
Enterococcus cecorum	44008	S	81	0	81	0.00014
Enterococcus raffinosus	71452	S	72	0	72	0.00012
Enterococcus saigonensis	1805431	S	41	0	41	0.00007
Enterococcus gilvus	160453	S	29	0	29	0.00005
Enterococcus wangshanyuanii	2005703	S	13	0	13	0.00002
Enterococcus rotai	118060	S	8	0	8	0.00001
Enterococcus innesii	2839759	S	3	0	3	0.00001
Vagococcus fluvialis	2738	S	23	0	23	0.00004
Vagococcus teuberi	519472	S	4	0	4	0.00001
Vagococcus carniphilus	218144	S	2	0	2	0.00000
Vagococcus lutrae	81947	S	1	0	1	0.00000
Tetragenococcus halophilus	51669	S	5	0	5	0.00001
Tetragenococcus osmophilus	526944	S	1	0	1	0.00000
Melissococcus plutonius	33970	S	1	0	1	0.00000
Streptococcus thermophilus	1308	S	73	0	73	0.00013
Streptococcus suis	1307	S	39	0	39	0.00007
Streptococcus sp. 116-D4	2598453	S	13	0	13	0.00002
Streptococcus sp. oral taxon 064	712624	S	1	0	1	0.00000
Streptococcus parauberis	1348	S	14	0	14	0.00002
Streptococcus pyogenes	1314	S	4	2355	2359	0.00404
Streptococcus dysgalactiae	1334	S	4	0	4	0.00001
Streptococcus infantis	68892	S	2	0	2	0.00000
Streptococcus lutetiensis	150055	S	2	0	2	0.00000
Streptococcus agalactiae	1311	S	2	0	2	0.00000
Streptococcus pneumoniae	1313	S	1	0	1	0.00000
Streptococcus halotolerans	1814128	S	1	0	1	0.00000
Streptococcus parasuis	1501662	S	1	0	1	0.00000
Streptococcus iniae	1346	S	1	0	1	0.00000
Streptococcus gordonii	1302	S	1	629	630	0.00108
Streptococcus gallolyticus	315405	S	1	0	1	0.00000
Lactococcus lactis	1358	S	89	0	89	0.00015
Lactococcus raffinolactis	1366	S	23	0	23	0.00004
Lactococcus cremoris	1359	S	21	0	21	0.00004
Lactococcus garvieae	1363	S	11	0	11	0.00002
Lactococcus taiwanensis	1151742	S	5	0	5	0.00001
Lactococcus piscium	1364	S	3	0	3	0.00001
Floricoccus penangensis	1859475	S	1	0	1	0.00000
Weissella jogaejeotgali	1631871	S	16	0	16	0.00003
Weissella cibaria	137591	S	5	0	5	0.00001
Weissella koreensis	165096	S	3	0	3	0.00001
Lactiplantibacillus plantarum	1590	S	11	0	11	0.00002
Limosilactobacillus fermentum	1613	S	7	0	7	0.00001
Limosilactobacillus reuteri	1598	S	3	0	3	0.00001
Ligilactobacillus salivarius	1624	S	5	0	5	0.00001
Ligilactobacillus murinus	1622	S	3	0	3	0.00001
Ligilactobacillus ruminis	1623	S	1	0	1	0.00000
Latilactobacillus curvatus	28038	S	6	0	6	0.00001
Latilactobacillus sakei	1599	S	3	0	3	0.00001
Pediococcus pentosaceus	1255	S	4	0	4	0.00001
Pediococcus acidilactici	1254	S	2	0	2	0.00000
Pediococcus damnosus	51663	S	1	0	1	0.00000
Lactobacillus delbrueckii	1584	S	3	0	3	0.00001
Lactobacillus amylolyticus	83683	S	2	0	2	0.00000
Lactobacillus jensenii	109790	S	1	0	1	0.00000
Lacticaseibacillus paracasei	1597	S	3	0	3	0.00001
Lacticaseibacillus rhamnosus	47715	S	1	0	1	0.00000
Leuconostoc gelidum	1244	S	1	0	1	0.00000
Leuconostoc citreum	33964	S	1	0	1	0.00000
Fructilactobacillus sanfranciscensis	1625	S	2	0	2	0.00000
Companilactobacillus alimentarius	1602	S	1	0	1	0.00000
Companilactobacillus pabuli	2714036	S	1	0	1	0.00000
Oenococcus oeni	1247	S	1	0	1	0.00000
Levilactobacillus brevis	1580	S	1	0	1	0.00000
Liquorilactobacillus nagelii	82688	S	1	0	1	0.00000
Loigolactobacillus coryniformis	1610	S	1	0	1	0.00000
Aerococcus viridans	1377	S	23	0	23	0.00004
Aerococcus urinaeequi	51665	S	4	0	4	0.00001
Ignavigranum ruoffiae	89093	S	15	0	15	0.00003
Suicoccus acidiformans	2036206	S	1	0	1	0.00000
Carnobacterium maltaromaticum	2751	S	14	0	14	0.00002
Carnobacterium viridans	174587	S	4	0	4	0.00001
Carnobacterium divergens	2748	S	3	0	3	0.00001
Carnobacterium inhibens	147709	S	2	0	2	0.00000
Carnobacterium sp. 17-4	208596	S	1	0	1	0.00000
Jeotgalibaca arthritidis	1868794	S	2	0	2	0.00000
Jeotgalibaca sp. MA1X17-3	2908211	S	2	0	2	0.00000
Jeotgalibaca dankookensis	708126	S	1	0	1	0.00000
Jeotgalibaca porci	1868793	S	1	0	1	0.00000
Marinilactibacillus sp. 15R	1911586	S	3	0	3	0.00001
Granulicatella elegans	137732	S	2	0	2	0.00000
Staphylococcus aureus	1280	S	5736	7831	13567	0.02326
Staphylococcus pseudintermedius	283734	S	1	0	1	0.00000
Staphylococcus sp. 17KM0847	2583989	S	1	0	1	0.00000
Staphylococcus sp. IVB6181	2929481	S	1	0	1	0.00000
Staphylococcus haemolyticus	1283	S	1	0	1	0.00000
Staphylococcus simulans	1286	S	1	0	1	0.00000
Staphylococcus warneri	1292	S	1	0	1	0.00000
Staphylococcus saccharolyticus	33028	S	1	0	1	0.00000
Staphylococcus agnetis	985762	S	1	0	1	0.00000
Macrococcus armenti	2875764	S	2	0	2	0.00000
Mammaliicoccus sciuri	1296	S	1	0	1	0.00000
Bacillus cereus	1396	S	6	0	6	0.00001
Bacillus thuringiensis	1428	S	5	0	5	0.00001
Bacillus mycoides	1405	S	1	0	1	0.00000
Bacillus pseudomycoides	64104	S	1	0	1	0.00000
Bacillus anthracis	1392	S	1	0	1	0.00000
Bacillus bombysepticus	658666	S	1	0	1	0.00000
Bacillus velezensis	492670	S	6	0	6	0.00001
Bacillus amyloliquefaciens	1390	S	1	0	1	0.00000
Bacillus licheniformis	1402	S	1	0	1	0.00000
Bacillus subtilis	1423	S	1	0	1	0.00000
Bacillus sp. BD59S	2499213	S	2	0	2	0.00000
Bacillus sp. 1NLA3E	666686	S	1	0	1	0.00000
Bacillus sp. NSP9.1	1071078	S	1	0	1	0.00000
Bacillus altitudinis	293387	S	2	0	2	0.00000
Bacillus pumilus	1408	S	1	0	1	0.00000
Bacillus gobiensis	1441095	S	1	0	1	0.00000
Bacillus safensis	561879	S	1	0	1	0.00000
