name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Stenotrophomonas maltophilia	40324	S	817015	0	817015	0.50612
Stenotrophomonas sp. ESTM1D_MKCIP4_1	2072414	S	5825	0	5825	0.00361
Stenotrophomonas sp. SAU14A_NAIMI4_5	2072413	S	4995	0	4995	0.00309
Stenotrophomonas sp. ZAC14D2_NAIMI4_7	2072405	S	3037	0	3037	0.00188
Stenotrophomonas sp. ZAC14A_NAIMI4_1	2072412	S	2695	0	2695	0.00167
Stenotrophomonas sp. ZAC14D2_NAIMI4_6	2072406	S	2465	0	2465	0.00153
Stenotrophomonas sp. YAU14D1_LEIMI4_1	2072407	S	2304	0	2304	0.00143
Stenotrophomonas sp. SAU14A_NAIMI4_8	2072409	S	495	0	495	0.00031
Stenotrophomonas sp. YAU14A_MKIMI4_1	2072408	S	491	0	491	0.00030
Stenotrophomonas sp. ZAC14D1_NAIMI4_6	2072410	S	15	0	15	0.00001
Stenotrophomonas sp. NA06056	2742129	S	157514	0	157514	0.09758
Stenotrophomonas sp. DR822	2871174	S	24862	0	24862	0.01540
Stenotrophomonas sp. SI-NJAU-1	2886359	S	8212	0	8212	0.00509
Stenotrophomonas sp. MYb57	1827305	S	7102	0	7102	0.00440
Stenotrophomonas sp. G4	2303750	S	6947	0	6947	0.00430
Stenotrophomonas sp. 169	2770322	S	3793	0	3793	0.00235
Stenotrophomonas sp. 364	2691571	S	2961	0	2961	0.00183
Stenotrophomonas sp. LM091	1904944	S	2827	0	2827	0.00175
Stenotrophomonas sp. pho	2211160	S	1961	0	1961	0.00121
Stenotrophomonas sp. NY11291	2939415	S	1886	0	1886	0.00117
Stenotrophomonas sp. WZN-1	2005046	S	1836	0	1836	0.00114
Stenotrophomonas sp. SXG-1	2682487	S	1197	0	1197	0.00074
Stenotrophomonas sp. Pemsol	2040586	S	611	0	611	0.00038
Stenotrophomonas sp. ASS1	2282124	S	420	0	420	0.00026
Stenotrophomonas sp. PAMC25021	2565559	S	367	0	367	0.00023
Stenotrophomonas sp. CW117	2775920	S	2	0	2	0.00000
Stenotrophomonas indicatrix	2045451	S	20922	0	20922	0.01296
Stenotrophomonas rhizophila	216778	S	8047	0	8047	0.00498
Stenotrophomonas acidaminiphila	128780	S	696	0	696	0.00043
Xanthomonas euvesicatoria	456327	S	1168	0	1168	0.00072
Xanthomonas citri	346	S	367	0	367	0.00023
Xanthomonas sp. AM6	2982531	S	155	0	155	0.00010
Xanthomonas sp. CFBP 8443	2971235	S	40	0	40	0.00002
Xanthomonas sp. CFBP 8445	2971236	S	29	0	29	0.00002
Xanthomonas sp. SS	2724122	S	7	0	7	0.00000
Xanthomonas sp. SI	2724123	S	5	0	5	0.00000
Xanthomonas translucens	343	S	229	0	229	0.00014
Xanthomonas phaseoli	1985254	S	216	0	216	0.00013
Xanthomonas sacchari	56458	S	198	0	198	0.00012
Xanthomonas prunicola	2053930	S	194	0	194	0.00012
Xanthomonas arboricola	56448	S	125	0	125	0.00008
Xanthomonas campestris	339	S	108	0	108	0.00007
Xanthomonas hortorum	56454	S	48	0	48	0.00003
Xanthomonas oryzae	347	S	46	0	46	0.00003
