name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Stenotrophomonas sp. LM091	1904944	S	712466	0	712466	0.75567
Stenotrophomonas sp. 364	2691571	S	5207	0	5207	0.00552
Stenotrophomonas sp. 169	2770322	S	1304	0	1304	0.00138
Stenotrophomonas sp. NA06056	2742129	S	360	0	360	0.00038
Stenotrophomonas sp. WZN-1	2005046	S	282	0	282	0.00030
Stenotrophomonas sp. MYb57	1827305	S	281	0	281	0.00030
Stenotrophomonas sp. pho	2211160	S	156	0	156	0.00017
Stenotrophomonas sp. SI-NJAU-1	2886359	S	135	0	135	0.00014
Stenotrophomonas sp. G4	2303750	S	106	0	106	0.00011
Stenotrophomonas sp. DR822	2871174	S	104	0	104	0.00011
Stenotrophomonas sp. SXG-1	2682487	S	80	0	80	0.00008
Stenotrophomonas sp. Pemsol	2040586	S	57	0	57	0.00006
Stenotrophomonas sp. NY11291	2939415	S	8	0	8	0.00001
Stenotrophomonas sp. ASS1	2282124	S	4	0	4	0.00000
Stenotrophomonas sp. CW117	2775920	S	1	0	1	0.00000
Stenotrophomonas maltophilia	40324	S	13564	0	13564	0.01439
Stenotrophomonas sp. ESTM1D_MKCIP4_1	2072414	S	696	0	696	0.00074
Stenotrophomonas sp. SAU14A_NAIMI4_5	2072413	S	556	0	556	0.00059
Stenotrophomonas sp. ZAC14D2_NAIMI4_7	2072405	S	230	0	230	0.00024
Stenotrophomonas sp. YAU14D1_LEIMI4_1	2072407	S	135	0	135	0.00014
Stenotrophomonas sp. ZAC14A_NAIMI4_1	2072412	S	87	0	87	0.00009
Stenotrophomonas sp. YAU14A_MKIMI4_1	2072408	S	54	0	54	0.00006
Stenotrophomonas sp. ZAC14D2_NAIMI4_6	2072406	S	36	0	36	0.00004
Stenotrophomonas sp. SAU14A_NAIMI4_8	2072409	S	31	0	31	0.00003
Stenotrophomonas rhizophila	216778	S	8101	0	8101	0.00859
Stenotrophomonas indicatrix	2045451	S	585	0	585	0.00062
Stenotrophomonas acidaminiphila	128780	S	570	0	570	0.00060
Stenotrophomonas pavanii	487698	S	14	0	14	0.00001
Xanthomonas hortorum	56454	S	3319	0	3319	0.00352
Xanthomonas euroxanthea	2259622	S	578	0	578	0.00061
Xanthomonas citri	346	S	525	0	525	0.00056
Xanthomonas translucens	343	S	193	0	193	0.00020
Xanthomonas arboricola	56448	S	189	0	189	0.00020
Xanthomonas campestris	339	S	156	0	156	0.00017
Xanthomonas vasicola	56459	S	118	0	118	0.00013
Xanthomonas sp. CFBP 8445	2971236	S	53	0	53	0.00006
Xanthomonas sp. AM6	2982531	S	13	0	13	0.00001
Xanthomonas sp. CFBP 8443	2971235	S	12	0	12	0.00001
Xanthomonas sp. GW	2724121	S	9	0	9	0.00001
Xanthomonas sp. MLO165	2081477	S	3	0	3	0.00000
Xanthomonas sp. SI	2724123	S	1	0	1	0.00000
Xanthomonas oryzae	347	S	92	0	92	0.00010
Xanthomonas prunicola	2053930	S	83	0	83	0.00009
Xanthomonas hydrangeae	2775159	S	59	0	59	0.00006
Xanthomonas phaseoli	1985254	S	58	0	58	0.00006
Xanthomonas vesicatoria	56460	S	56	0	56	0.00006
Xanthomonas euvesicatoria	456327	S	46	0	46	0.00005
Xanthomonas cassavae	56450	S	10	0	10	0.00001
Xanthomonas sacchari	56458	S	9	0	9	0.00001
Xanthomonas theicola	56464	S	5	0	5	0.00001
Xanthomonas hyacinthi	56455	S	3	0	3	0.00000
Xanthomonas axonopodis	53413	S	3	0	3	0.00000
Xanthomonas cucurbitae	56453	S	2	0	2	0.00000
Xanthomonas fragariae	48664	S	1	0	1	0.00000
Lysobacter luteus	2822368	S	353	0	353	0.00037
Lysobacter soli	453783	S	98	0	98	0.00010
Lysobacter arenosi	2795387	S	89	0	89	0.00009
Lysobacter enzymogenes	69	S	67	0	67	0.00007
Lysobacter capsici	435897	S	60	0	60	0.00006
Lysobacter sp. H21R4	2781021	S	16	0	16	0.00002
Lysobacter sp. 5GHs7-4	2904253	S	12	0	12	0.00001
Lysobacter sp. S4-A87	2925843	S	10	0	10	0.00001
Lysobacter sp. K5869	2820808	S	8	0	8	0.00001
Lysobacter sp. CW239	2762611	S	4	0	4	0.00000
Lysobacter sp. KIS68-7	2904252	S	3	0	3	0.00000
Lysobacter sp. TY2-98	2290922	S	1	0	1	0.00000
Lysobacter alkalisoli	2591633	S	35	0	35	0.00004
Lysobacter solisilvae	2763317	S	6	0	6	0.00001
Lysobacter terrestris	2865112	S	5	0	5	0.00001
Lysobacter antibioticus	84531	S	2	0	2	0.00000
Lysobacter avium	2781023	S	2	0	2	0.00000
Lysobacter oculi	2698682	S	1	0	1	0.00000
Lysobacter maris	1605891	S	1	0	1	0.00000
Lysobacter lycopersici	1324796	S	1	0	1	0.00000
Pseudoxanthomonas spadix	415229	S	283	0	283	0.00030
Pseudoxanthomonas suwonensis	314722	S	21	0	21	0.00002
Pseudoxanthomonas mexicana	128785	S	19	0	19	0.00002
Pseudoxanthomonas daejeonensis	266062	S	4	0	4	0.00000
Pseudoxanthomonas sp. X-1	2571115	S	1	0	1	0.00000
Thermomonas carbonis	1463158	S	66	0	66	0.00007
Thermomonas brevis	215691	S	57	0	57	0.00006
Thermomonas sp. HDW16	2714945	S	5	0	5	0.00001
Thermomonas sp. XSG	2771436	S	2	0	2	0.00000
Luteimonas sp. S4-F44	2925842	S	51	0	51	0.00005
Luteimonas sp. YGD11-2	2508168	S	12	0	12	0.00001
Luteimonas sp. MC1572	2799325	S	5	0	5	0.00001
Luteimonas sp. MC1750	2799326	S	4	0	4	0.00000
Luteimonas sp. JM171	1896164	S	2	0	2	0.00000
Luteimonas sp. MC1825	2761107	S	2	0	2	0.00000
Luteimonas fraxinea	2901869	S	36	0	36	0.00004
Luteimonas chenhongjianii	2006110	S	4	0	4	0.00000
Luteimonas yindakuii	2565782	S	4	0	4	0.00000
Luteimonas granuli	1176533	S	2	0	2	0.00000
Xylella fastidiosa	2371	S	4	0	4	0.00000
Luteibacter pinisoli	2589080	S	80	0	80	0.00008
Luteibacter sp. 353	2911539	S	8	0	8	0.00001
Rhodanobacter sp. FDAARGOS 1247	2778082	S	43	0	43	0.00005
Rhodanobacter thiooxydans	416169	S	8	0	8	0.00001
Rhodanobacter glycinis	582702	S	1	0	1	0.00000
Rhodanobacter denitrificans	666685	S	1	0	1	0.00000
Dyella japonica	231455	S	16	0	16	0.00002
Aerosticca soli	2010829	S	12	0	12	0.00001
Dokdonella koreensis	323415	S	1	0	1	0.00000
Pseudomonas azotoformans	47878	S	1204	0	1204	0.00128
Pseudomonas protegens	380021	S	1165	0	1165	0.00124
Pseudomonas fluorescens	294	S	92	0	92	0.00010
Pseudomonas cedrina	651740	S	62	0	62	0.00007
Pseudomonas synxantha	47883	S	32	0	32	0.00003
Pseudomonas orientalis	76758	S	25	0	25	0.00003
Pseudomonas rhodesiae	76760	S	18	0	18	0.00002
Pseudomonas tolaasii	29442	S	16	0	16	0.00002
Pseudomonas trivialis	200450	S	15	0	15	0.00002
Pseudomonas extremorientalis	169669	S	10	0	10	0.00001
Pseudomonas poae	200451	S	9	0	9	0.00001
Pseudomonas mucidolens	46679	S	7	0	7	0.00001
Pseudomonas veronii	76761	S	4	0	4	0.00000
Pseudomonas libanensis	75588	S	4	0	4	0.00000
Pseudomonas brenneri	129817	S	3	0	3	0.00000
Pseudomonas migulae	78543	S	2	0	2	0.00000
Pseudomonas mandelii	75612	S	2	0	2	0.00000
Pseudomonas mediterranea	183795	S	1	0	1	0.00000
Pseudomonas congelans	200452	S	1	0	1	0.00000
Pseudomonas corrugata	47879	S	1	0	1	0.00000
Pseudomonas simiae	321846	S	1705	0	1705	0.00181
Pseudomonas sp. AO-1	2855434	S	138	0	138	0.00015
Pseudomonas sp. NS1(2017)	2025658	S	123	0	123	0.00013
Pseudomonas sp. HN11	1344094	S	37	0	37	0.00004
Pseudomonas sp. OE 28.3	2745519	S	22	0	22	0.00002
Pseudomonas sp. S35	1573719	S	20	0	20	0.00002
Pseudomonas sp. S09G 359	2054919	S	14	0	14	0.00001
Pseudomonas sp. CYM-20-01	2870750	S	13	0	13	0.00001
Pseudomonas sp. BW7P1	2973088	S	12	0	12	0.00001
Pseudomonas sp. B21-059	2895496	S	11	0	11	0.00001
Pseudomonas sp. SXM-1	2169583	S	9	0	9	0.00001
Pseudomonas sp. R5-89-07	658644	S	9	0	9	0.00001
Pseudomonas sp. R76	1573711	S	8	0	8	0.00001
Pseudomonas sp. ADAK13	2730847	S	8	0	8	0.00001
Pseudomonas sp. ADAK18	2730848	S	8	0	8	0.00001
Pseudomonas sp. J452	2898441	S	8	0	8	0.00001
Pseudomonas sp. LG1E9	2219057	S	8	0	8	0.00001
Pseudomonas sp. Eqa60	2799184	S	8	0	8	0.00001
Pseudomonas sp. CIP-10	2892442	S	6	0	6	0.00001
Pseudomonas sp. LBUM920	2126069	S	6	0	6	0.00001
Pseudomonas sp. CBS	2971912	S	6	0	6	0.00001
Pseudomonas sp. NIBRBAC000502773	2590776	S	6	0	6	0.00001
Pseudomonas sp. PIA16	2931382	S	6	0	6	0.00001
Pseudomonas sp. SDM007	2812000	S	5	0	5	0.00001
Pseudomonas sp. L5B5	2883205	S	5	0	5	0.00001
Pseudomonas sp. B21-012	2895472	S	5	0	5	0.00001
Pseudomonas sp. Y39-6	2749807	S	5	0	5	0.00001
Pseudomonas sp. Ost2	2678260	S	4	0	4	0.00000
Pseudomonas sp. MSPm1	2726956	S	3	0	3	0.00000
Pseudomonas sp. M30-35	1981174	S	3	0	3	0.00000
Pseudomonas sp. R84	1573712	S	3	0	3	0.00000
Pseudomonas sp. FDAARGOS_380	2018067	S	3	0	3	0.00000
