name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Enterococcus faecium	1352	S	719666	0	719666	0.76002
Enterococcus faecalis	1351	S	1320	0	1320	0.00139
Enterococcus durans	53345	S	1263	0	1263	0.00133
Enterococcus avium	33945	S	816	0	816	0.00086
Enterococcus sp. DA9	2603296	S	503	0	503	0.00053
Enterococcus sp. FDAARGOS_553	2420313	S	125	0	125	0.00013
Enterococcus sp. CR-Ec1	2057791	S	16	0	16	0.00002
Enterococcus sp. FDAARGOS_375	2060307	S	13	0	13	0.00001
Enterococcus sp. M190262	2582830	S	3	0	3	0.00000
Enterococcus sp. LX10	2920934	S	1	0	1	0.00000
Enterococcus lactis	357441	S	645	0	645	0.00068
Enterococcus mundtii	53346	S	480	0	480	0.00051
Enterococcus hirae	1354	S	447	0	447	0.00047
Enterococcus casseliflavus	37734	S	317	0	317	0.00033
Enterococcus thailandicus	417368	S	225	0	225	0.00024
Enterococcus cecorum	44008	S	161	0	161	0.00017
Enterococcus raffinosus	71452	S	85	0	85	0.00009
Enterococcus saigonensis	1805431	S	85	0	85	0.00009
Enterococcus gilvus	160453	S	39	0	39	0.00004
Enterococcus gallinarum	1353	S	34	0	34	0.00004
Enterococcus wangshanyuanii	2005703	S	15	0	15	0.00002
Enterococcus rotai	118060	S	8	0	8	0.00001
Enterococcus innesii	2839759	S	3	0	3	0.00000
Enterococcus italicus	246144	S	1	0	1	0.00000
Vagococcus fluvialis	2738	S	48	0	48	0.00005
Vagococcus carniphilus	218144	S	23	0	23	0.00002
Vagococcus lutrae	81947	S	12	0	12	0.00001
Vagococcus teuberi	519472	S	3	0	3	0.00000
Vagococcus penaei	633807	S	1	0	1	0.00000
Vagococcus hydrophili	2714947	S	1	0	1	0.00000
Tetragenococcus halophilus	51669	S	26	0	26	0.00003
Tetragenococcus osmophilus	526944	S	2	0	2	0.00000
Melissococcus plutonius	33970	S	2	0	2	0.00000
Streptococcus thermophilus	1308	S	105	0	105	0.00011
Streptococcus gordonii	1302	S	31	2698	2729	0.00288
Streptococcus suis	1307	S	14	0	14	0.00001
Streptococcus parauberis	1348	S	12	0	12	0.00001
Streptococcus dysgalactiae	1334	S	7	0	7	0.00001
Streptococcus sp. oral taxon 064	712624	S	6	0	6	0.00001
Streptococcus parasuis	1501662	S	5	0	5	0.00001
Streptococcus pyogenes	1314	S	3	229	232	0.00025
Streptococcus agalactiae	1311	S	2	0	2	0.00000
Streptococcus cristatus	45634	S	2	0	2	0.00000
Streptococcus oralis	1303	S	1	0	1	0.00000
Streptococcus toyakuensis	2819619	S	1	0	1	0.00000
Streptococcus ruminantium	1917441	S	1	0	1	0.00000
Streptococcus anginosus	1328	S	1	0	1	0.00000
Streptococcus salivarius	1304	S	1	0	1	0.00000
Streptococcus pneumoniae	1313	S	1	0	1	0.00000
Lactococcus lactis	1358	S	47	0	47	0.00005
Lactococcus cremoris	1359	S	6	0	6	0.00001
Lactococcus raffinolactis	1366	S	4	0	4	0.00000
Lactococcus piscium	1364	S	2	0	2	0.00000
Lactococcus garvieae	1363	S	1	0	1	0.00000
Dolosigranulum pigrum	29394	S	71	0	71	0.00007
Carnobacterium maltaromaticum	2751	S	6	0	6	0.00001
Carnobacterium viridans	174587	S	6	0	6	0.00001
Carnobacterium sp. CP1	1564681	S	2	0	2	0.00000
Carnobacterium sp. 17-4	208596	S	1	0	1	0.00000
Carnobacterium sp. CS13	2800128	S	1	0	1	0.00000
Carnobacterium inhibens	147709	S	3	0	3	0.00000
Carnobacterium divergens	2748	S	1	0	1	0.00000
Jeotgalibaca arthritidis	1868794	S	3	0	3	0.00000
Jeotgalibaca ciconiae	2496265	S	1	0	1	0.00000
Jeotgalibaca sp. PTS2502	1903686	S	1	0	1	0.00000
Granulicatella elegans	137732	S	1	0	1	0.00000
Ligilactobacillus salivarius	1624	S	8	0	8	0.00001
Ligilactobacillus murinus	1622	S	3	0	3	0.00000
Ligilactobacillus acidipiscis	89059	S	1	0	1	0.00000
Latilactobacillus sakei	1599	S	5	0	5	0.00001
Latilactobacillus curvatus	28038	S	4	0	4	0.00000
Leuconostoc kimchii	136609	S	3	0	3	0.00000
Leuconostoc citreum	33964	S	2	0	2	0.00000
Leuconostoc mesenteroides	1245	S	1	0	1	0.00000
Leuconostoc lactis	1246	S	1	0	1	0.00000
Leuconostoc suionicum	1511761	S	1	0	1	0.00000
Lactiplantibacillus plantarum	1590	S	7	0	7	0.00001
Limosilactobacillus fermentum	1613	S	5	0	5	0.00001
Limosilactobacillus reuteri	1598	S	1	0	1	0.00000
Pediococcus acidilactici	1254	S	4	0	4	0.00000
Lactobacillus terrae	2269374	S	2	0	2	0.00000
Lactobacillus jensenii	109790	S	2	0	2	0.00000
