name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Pseudomonas azotoformans	47878	S	114409	0	114409	0.51840
Pseudomonas fluorescens	294	S	1573	0	1573	0.00713
Pseudomonas synxantha	47883	S	928	0	928	0.00420
Pseudomonas trivialis	200450	S	869	0	869	0.00394
Pseudomonas orientalis	76758	S	793	0	793	0.00359
Pseudomonas tolaasii	29442	S	629	0	629	0.00285
Pseudomonas cedrina	651740	S	517	0	517	0.00234
Pseudomonas rhodesiae	76760	S	458	0	458	0.00208
Pseudomonas extremorientalis	169669	S	416	0	416	0.00188
Pseudomonas poae	200451	S	392	0	392	0.00178
Pseudomonas veronii	76761	S	148	0	148	0.00067
Pseudomonas mucidolens	46679	S	140	0	140	0.00063
Pseudomonas libanensis	75588	S	118	0	118	0.00053
Pseudomonas corrugata	47879	S	115	0	115	0.00052
Pseudomonas brenneri	129817	S	110	0	110	0.00050
Pseudomonas protegens	380021	S	73	0	73	0.00033
Pseudomonas migulae	78543	S	29	0	29	0.00013
Pseudomonas mediterranea	183795	S	29	0	29	0.00013
Pseudomonas mandelii	75612	S	28	0	28	0.00013
Pseudomonas congelans	200452	S	15	0	15	0.00007
Pseudomonas ogarae	1114970	S	11	0	11	0.00005
Pseudomonas sp. NS1(2017)	2025658	S	11257	0	11257	0.05101
Pseudomonas sp. HN11	1344094	S	1868	0	1868	0.00846
Pseudomonas sp. CYM-20-01	2870750	S	740	0	740	0.00335
Pseudomonas sp. S35	1573719	S	721	0	721	0.00327
Pseudomonas sp. OE 28.3	2745519	S	492	0	492	0.00223
Pseudomonas sp. Y39-6	2749807	S	380	0	380	0.00172
Pseudomonas sp. S09G 359	2054919	S	342	0	342	0.00155
Pseudomonas sp. J380	2605424	S	273	0	273	0.00124
Pseudomonas sp. LG1E9	2219057	S	227	0	227	0.00103
Pseudomonas sp. SXM-1	2169583	S	203	0	203	0.00092
Pseudomonas sp. ADAK13	2730847	S	175	0	175	0.00079
Pseudomonas sp. R76	1573711	S	171	0	171	0.00077
Pseudomonas sp. R5-89-07	658644	S	136	0	136	0.00062
Pseudomonas sp. ArH3a	2862945	S	135	0	135	0.00061
Pseudomonas sp. MYb193	1827300	S	128	0	128	0.00058
Pseudomonas sp. NIBRBAC000502773	2590776	S	124	0	124	0.00056
Pseudomonas sp. ADAK18	2730848	S	113	0	113	0.00051
Pseudomonas sp. CBS	2971912	S	103	0	103	0.00047
Pseudomonas sp. SDM007	2812000	S	87	0	87	0.00039
Pseudomonas sp. B21-023	2895477	S	77	0	77	0.00035
Pseudomonas sp. ADAK22	2730851	S	75	0	75	0.00034
Pseudomonas sp. ERGC3:05	2866386	S	73	0	73	0.00033
Pseudomonas sp. FDAARGOS_380	2018067	S	63	0	63	0.00029
Pseudomonas sp. DR208	2870840	S	59	0	59	0.00027
Pseudomonas sp. B21-040	2895486	S	57	0	57	0.00026
Pseudomonas sp. 31-12	2201356	S	49	0	49	0.00022
Pseudomonas sp. URMO17WK12:I11	1283291	S	49	0	49	0.00022
Pseudomonas sp. Ost2	2678260	S	48	0	48	0.00022
Pseudomonas sp. Y5-11	2749808	S	46	0	46	0.00021
Pseudomonas sp.	306	S	45	0	45	0.00020
Pseudomonas sp. MM213	2866807	S	43	0	43	0.00019
Pseudomonas sp. 7-41	2898483	S	40	0	40	0.00018
Pseudomonas sp. So3.2b	2864101	S	40	0	40	0.00018
Pseudomonas sp. TKP	1415630	S	40	0	40	0.00018
Pseudomonas sp. N3-W	2975049	S	39	0	39	0.00018
Pseudomonas sp. LBUM920	2126069	S	39	0	39	0.00018
Pseudomonas sp. CMR5c	658630	S	38	0	38	0.00017
Pseudomonas sp. DG56-2	2320270	S	38	0	38	0.00017
Pseudomonas sp. B21-056	2895495	S	36	0	36	0.00016
Pseudomonas sp. CFSAN084952	2664899	S	35	0	35	0.00016
Pseudomonas sp. St316	2678257	S	34	0	34	0.00015
Pseudomonas sp. HLS-6	2049589	S	34	0	34	0.00015
Pseudomonas sp. R4-39-08	1173288	S	32	0	32	0.00014
Pseudomonas sp. PIA16	2931382	S	32	0	32	0.00014
Pseudomonas sp. StFLB209	1028989	S	31	0	31	0.00014
Pseudomonas sp. R2-37-08W	1173273	S	30	0	30	0.00014
Pseudomonas sp. DTU12.3	2073078	S	29	0	29	0.00013
Pseudomonas sp. NIBR-H-19	2901380	S	29	0	29	0.00013
Pseudomonas sp. B21-015	2895473	S	29	0	29	0.00013
Pseudomonas sp. HN8-3	2886361	S	28	0	28	0.00013
Pseudomonas sp. B21-010	2895471	S	28	0	28	0.00013
Pseudomonas sp. DR48	2871095	S	28	0	28	0.00013
Pseudomonas sp. S34	1573718	S	28	0	28	0.00013
Pseudomonas sp. B21-053	2895493	S	27	0	27	0.00012
Pseudomonas sp. R4-34-07	658642	S	27	0	27	0.00012
Pseudomonas sp. LS1212	2972478	S	27	0	27	0.00012
Pseudomonas sp. BW7P1	2973088	S	27	0	27	0.00012
Pseudomonas sp. R84	1573712	S	26	0	26	0.00012
Pseudomonas sp. SK3(2021)	2841064	S	26	0	26	0.00012
Pseudomonas sp. R3-18-08	1173283	S	26	0	26	0.00012
Pseudomonas sp. IB20	1702250	S	26	0	26	0.00012
