name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Pseudomonas fluorescens	294	S	267970	0	267970	0.55003
Pseudomonas mandelii	75612	S	1709	0	1709	0.00351
Pseudomonas azotoformans	47878	S	624	0	624	0.00128
Pseudomonas rhodesiae	76760	S	415	0	415	0.00085
Pseudomonas veronii	76761	S	273	0	273	0.00056
Pseudomonas synxantha	47883	S	205	0	205	0.00042
Pseudomonas orientalis	76758	S	195	0	195	0.00040
Pseudomonas protegens	380021	S	112	0	112	0.00023
Pseudomonas trivialis	200450	S	73	0	73	0.00015
Pseudomonas corrugata	47879	S	57	0	57	0.00012
Pseudomonas migulae	78543	S	57	0	57	0.00012
Pseudomonas tolaasii	29442	S	49	0	49	0.00010
Pseudomonas mucidolens	46679	S	43	0	43	0.00009
Pseudomonas poae	200451	S	35	0	35	0.00007
Pseudomonas brenneri	129817	S	26	0	26	0.00005
Pseudomonas mediterranea	183795	S	24	0	24	0.00005
Pseudomonas cedrina	651740	S	19	0	19	0.00004
Pseudomonas libanensis	75588	S	14	0	14	0.00003
Pseudomonas congelans	200452	S	12	0	12	0.00002
Pseudomonas ogarae	1114970	S	10	0	10	0.00002
Pseudomonas extremorientalis	169669	S	2	0	2	0.00000
Pseudomonas sp. DR 5-09	1534110	S	3926	0	3926	0.00806
Pseudomonas sp. 3-2	2867408	S	3383	0	3383	0.00694
Pseudomonas sp. B21-021	2895476	S	2698	0	2698	0.00554
Pseudomonas sp. BW7P1	2973088	S	1406	0	1406	0.00289
Pseudomonas sp. HS6	2850559	S	1107	0	1107	0.00227
Pseudomonas sp. So3.2b	2864101	S	1008	0	1008	0.00207
Pseudomonas sp. IzPS59	2774459	S	746	0	746	0.00153
Pseudomonas sp. IAC-BECa141	2793103	S	553	0	553	0.00114
Pseudomonas sp. NIBRBAC000502773	2590776	S	474	0	474	0.00097
Pseudomonas sp. Seg1	2678259	S	402	0	402	0.00083
Pseudomonas sp. B21-015	2895473	S	391	0	391	0.00080
Pseudomonas sp. NIBR-H-19	2901380	S	375	0	375	0.00077
Pseudomonas sp. B21-056	2895495	S	321	0	321	0.00066
Pseudomonas sp. B21-044	2895488	S	258	0	258	0.00053
Pseudomonas sp. Y5-11	2749808	S	253	0	253	0.00052
Pseudomonas sp. DTU12.3	2073078	S	245	0	245	0.00050
Pseudomonas sp. B21-051	2895491	S	203	0	203	0.00042
Pseudomonas sp. Eqa60	2799184	S	193	0	193	0.00040
Pseudomonas sp. UW4	1207075	S	187	0	187	0.00038
Pseudomonas sp. URMO17WK12:I11	1283291	S	176	0	176	0.00036
Pseudomonas sp. AO-1	2855434	S	165	0	165	0.00034
Pseudomonas sp. B21-040	2895486	S	157	0	157	0.00032
Pseudomonas sp. SCA2728.1_7	2825975	S	156	0	156	0.00032
Pseudomonas sp. R84	1573712	S	149	0	149	0.00031
Pseudomonas sp. R76	1573711	S	145	0	145	0.00030
Pseudomonas sp. N3-W	2975049	S	138	0	138	0.00028
Pseudomonas sp. StFLB209	1028989	S	121	0	121	0.00025
Pseudomonas sp. MPC6	2498848	S	116	0	116	0.00024
Pseudomonas sp. B21-054	2895494	S	112	0	112	0.00023
Pseudomonas sp. AN-B15	2697023	S	111	0	111	0.00023
Pseudomonas sp. MM213	2866807	S	108	0	108	0.00022
Pseudomonas sp. S150	2559074	S	106	0	106	0.00022
Pseudomonas sp. 31-12	2201356	S	101	0	101	0.00021
Pseudomonas sp. DR48	2871095	S	100	0	100	0.00021
Pseudomonas sp. S34	1573718	S	99	0	99	0.00020
Pseudomonas sp.	306	S	98	0	98	0.00020
Pseudomonas sp. In5(2022)	2961896	S	96	0	96	0.00020
Pseudomonas sp. 7SR1	1881017	S	90	0	90	0.00018
Pseudomonas sp. S35	1573719	S	89	0	89	0.00018
Pseudomonas sp. LG1E9	2219057	S	81	0	81	0.00017
Pseudomonas sp. Z003-0.4C(8344-21)	1855380	S	81	0	81	0.00017
Pseudomonas sp. S49	1573720	S	81	0	81	0.00017
Pseudomonas sp. CMR5c	658630	S	77	0	77	0.00016
Pseudomonas sp. R5-89-07	658644	S	75	0	75	0.00015
Pseudomonas sp. PP3	2815936	S	74	0	74	0.00015
Pseudomonas sp. B21-053	2895493	S	71	0	71	0.00015
Pseudomonas sp. B21-048	2895490	S	67	0	67	0.00014
Pseudomonas sp. ACM7	2052956	S	66	0	66	0.00014
Pseudomonas sp. KNUC1026	2893890	S	65	0	65	0.00013
Pseudomonas sp. HN11	1344094	S	60	0	60	0.00012
Pseudomonas sp. B21-028	2895480	S	59	0	59	0.00012
Pseudomonas sp. B21-019	2895475	S	58	0	58	0.00012
Pseudomonas sp. OE 28.3	2745519	S	57	0	57	0.00012
Pseudomonas sp. HLS-6	2049589	S	55	0	55	0.00011
Pseudomonas sp. PIA16	2931382	S	55	0	55	0.00011
Pseudomonas sp. CC6-YY-74	1930532	S	55	0	55	0.00011
Pseudomonas sp. MRSN 12121	1611770	S	54	0	54	0.00011
Pseudomonas sp. RU47	2005388	S	51	0	51	0.00010
Pseudomonas sp. DG56-2	2320270	S	51	0	51	0.00010
Pseudomonas sp. ADAK18	2730848	S	50	0	50	0.00010
Pseudomonas sp. B21-017	2895474	S	48	0	48	0.00010
Pseudomonas sp. S09G 359	2054919	S	47	0	47	0.00010
Pseudomonas sp. B10	118613	S	45	0	45	0.00009
Pseudomonas sp. GR 6-02	1659194	S	40	0	40	0.00008
Pseudomonas sp. Ost2	2678260	S	40	0	40	0.00008
Pseudomonas sp. ADAK13	2730847	S	39	0	39	0.00008
Pseudomonas sp. SDM007	2812000	S	39	0	39	0.00008
Pseudomonas sp. LS1212	2972478	S	38	0	38	0.00008
Pseudomonas sp. L5B5	2883205	S	38	0	38	0.00008
Pseudomonas sp. DY-1	1755504	S	36	0	36	0.00007
Pseudomonas sp. CBS	2971912	S	35	0	35	0.00007
Pseudomonas sp. 15A4	2804761	S	34	0	34	0.00007
Pseudomonas sp. TKP	1415630	S	33	0	33	0.00007
Pseudomonas sp. HD6515	2856556	S	32	0	32	0.00007
Pseudomonas sp. LTGT-11-2Z	2479393	S	31	0	31	0.00006
Pseudomonas sp. ArH3a	2862945	S	31	0	31	0.00006
Pseudomonas sp. LH1G9	2083055	S	31	0	31	0.00006
Pseudomonas sp. St316	2678257	S	31	0	31	0.00006
Pseudomonas sp. NS1(2017)	2025658	S	30	0	30	0.00006
Pseudomonas sp. MTM4	2705472	S	28	0	28	0.00006
Pseudomonas sp. ERGC3:05	2866386	S	27	0	27	0.00006
Pseudomonas sp. SCB32	2653853	S	26	0	26	0.00005
Pseudomonas sp. CFSAN084952	2664899	S	25	0	25	0.00005
Pseudomonas sp. Marseille-Q3773	2866592	S	25	0	25	0.00005
Pseudomonas sp. SW-3	147212	S	24	0	24	0.00005
Pseudomonas sp. CYM-20-01	2870750	S	23	0	23	0.00005
Pseudomonas sp. B21-032	2895483	S	23	0	23	0.00005
Pseudomonas sp. SC3(2021)	2871493	S	23	0	23	0.00005
Pseudomonas sp. Tri1	2823875	S	23	0	23	0.00005
Pseudomonas sp. LPB0260	2614442	S	23	0	23	0.00005
Pseudomonas sp. BIOMIG1BAC	1758730	S	23	0	23	0.00005
Pseudomonas sp. BT-42-2	2986927	S	22	0	22	0.00005
Pseudomonas sp. phDV1	253237	S	22	0	22	0.00005
Pseudomonas sp. ADAK22	2730851	S	22	0	22	0.00005
Pseudomonas sp. CCOS 191	1649877	S	20	0	20	0.00004
Pseudomonas sp. YeP6b	2861775	S	19	0	19	0.00004
Pseudomonas sp. SK3(2021)	2841064	S	19	0	19	0.00004
Pseudomonas sp. JY-Q	1338689	S	18	0	18	0.00004
Pseudomonas sp. 02C 26	2054914	S	18	0	18	0.00004
Pseudomonas sp. 09C 129	2054915	S	18	0	18	0.00004
Pseudomonas sp. TCU-HL1	1856685	S	17	0	17	0.00003
