name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Enterococcus faecium	1352	S	756013	0	756013	0.67939
Enterococcus durans	53345	S	1465	0	1465	0.00132
Enterococcus lactis	357441	S	1303	0	1303	0.00117
Enterococcus hirae	1354	S	1016	0	1016	0.00091
Enterococcus mundtii	53346	S	839	0	839	0.00075
Enterococcus faecalis	1351	S	681	0	681	0.00061
Enterococcus sp. DA9	2603296	S	498	0	498	0.00045
Enterococcus sp. CR-Ec1	2057791	S	6	0	6	0.00001
Enterococcus sp. FDAARGOS_375	2060307	S	6	0	6	0.00001
Enterococcus sp. FDAARGOS_553	2420313	S	6	0	6	0.00001
Enterococcus casseliflavus	37734	S	330	0	330	0.00030
Enterococcus cecorum	44008	S	321	0	321	0.00029
Enterococcus avium	33945	S	278	0	278	0.00025
Enterococcus thailandicus	417368	S	259	0	259	0.00023
Enterococcus wangshanyuanii	2005703	S	108	0	108	0.00010
Enterococcus raffinosus	71452	S	93	0	93	0.00008
Enterococcus saigonensis	1805431	S	56	0	56	0.00005
Enterococcus gallinarum	1353	S	42	0	42	0.00004
Enterococcus rotai	118060	S	19	0	19	0.00002
Enterococcus gilvus	160453	S	15	0	15	0.00001
Enterococcus innesii	2839759	S	10	0	10	0.00001
Tetragenococcus halophilus	51669	S	69	0	69	0.00006
Tetragenococcus osmophilus	526944	S	4	0	4	0.00000
Vagococcus teuberi	519472	S	18	0	18	0.00002
Vagococcus fluvialis	2738	S	6	0	6	0.00001
Vagococcus xieshaowenii	2562451	S	6	0	6	0.00001
Vagococcus penaei	633807	S	4	0	4	0.00000
Vagococcus carniphilus	218144	S	2	0	2	0.00000
Vagococcus zengguangii	2571750	S	1	0	1	0.00000
Vagococcus sp. CY52-2	2925838	S	1	0	1	0.00000
Vagococcus hydrophili	2714947	S	1	0	1	0.00000
Melissococcus plutonius	33970	S	3	0	3	0.00000
Streptococcus gordonii	1302	S	86	5550	5636	0.00506
Streptococcus thermophilus	1308	S	18	0	18	0.00002
Streptococcus parauberis	1348	S	16	0	16	0.00001
Streptococcus pyogenes	1314	S	3	167	170	0.00015
Streptococcus gallolyticus	315405	S	2	0	2	0.00000
Streptococcus infantarius	102684	S	2	0	2	0.00000
Streptococcus mitis	28037	S	1	0	1	0.00000
Streptococcus iniae	1346	S	1	0	1	0.00000
Streptococcus infantis	68892	S	1	0	1	0.00000
Streptococcus equi	1336	S	1	0	1	0.00000
Streptococcus agalactiae	1311	S	1	0	1	0.00000
Streptococcus pasteurianus	197614	S	1	0	1	0.00000
Streptococcus mutans	1309	S	1	0	1	0.00000
Streptococcus suis	1307	S	1	0	1	0.00000
Streptococcus sp. oral taxon 064	712624	S	1	0	1	0.00000
Lactococcus lactis	1358	S	17	0	17	0.00002
Lactococcus raffinolactis	1366	S	5	0	5	0.00000
Lactococcus cremoris	1359	S	4	0	4	0.00000
Lactococcus garvieae	1363	S	2	0	2	0.00000
Lactococcus piscium	1364	S	2	0	2	0.00000
Lactococcus taiwanensis	1151742	S	1	0	1	0.00000
Limosilactobacillus reuteri	1598	S	11	0	11	0.00001
Limosilactobacillus fermentum	1613	S	7	0	7	0.00001
Limosilactobacillus vaginalis	1633	S	3	0	3	0.00000
Limosilactobacillus oris	1632	S	2	0	2	0.00000
Ligilactobacillus salivarius	1624	S	7	0	7	0.00001
Ligilactobacillus acidipiscis	89059	S	6	0	6	0.00001
Ligilactobacillus ruminis	1623	S	2	0	2	0.00000
Ligilactobacillus murinus	1622	S	1	0	1	0.00000
Ligilactobacillus saerimneri	228229	S	1	0	1	0.00000
Latilactobacillus sakei	1599	S	10	0	10	0.00001
Lactobacillus kefiranofaciens	267818	S	2	0	2	0.00000
Lactobacillus crispatus	47770	S	1	0	1	0.00000
Lactobacillus jensenii	109790	S	1	0	1	0.00000
Lactobacillus apis	303541	S	1	0	1	0.00000
Lactobacillus acidophilus	1579	S	1	0	1	0.00000
Leuconostoc mesenteroides	1245	S	3	0	3	0.00000
Leuconostoc lactis	1246	S	1	0	1	0.00000
Levilactobacillus brevis	1580	S	2	0	2	0.00000
Levilactobacillus suantsaii	2292255	S	1	0	1	0.00000
Weissella hellenica	46256	S	1	0	1	0.00000
Weissella koreensis	165096	S	1	0	1	0.00000
Weissella jogaejeotgali	1631871	S	1	0	1	0.00000
Lactiplantibacillus plantarum	1590	S	3	0	3	0.00000
Lentilactobacillus laojiaonis	2883998	S	2	0	2	0.00000
Companilactobacillus crustorum	392416	S	1	0	1	0.00000
Companilactobacillus allii	1847728	S	1	0	1	0.00000
Acetilactobacillus jinshanensis	1720083	S	1	0	1	0.00000
Loigolactobacillus bifermentans	1607	S	1	0	1	0.00000
Paucilactobacillus nenjiangensis	1296540	S	1	0	1	0.00000
Secundilactobacillus paracollinoides	240427	S	1	0	1	0.00000
Periweissella cryptocerci	2506420	S	1	0	1	0.00000
Pediococcus acidilactici	1254	S	1	0	1	0.00000
Carnobacterium viridans	174587	S	8	0	8	0.00001
Carnobacterium maltaromaticum	2751	S	3	0	3	0.00000
Carnobacterium divergens	2748	S	1	0	1	0.00000
Jeotgalibaca ciconiae	2496265	S	17	0	17	0.00002
Jeotgalibaca arthritidis	1868794	S	3	0	3	0.00000
Jeotgalibaca sp. PTS2502	1903686	S	2	0	2	0.00000
Granulicatella adiacens	46124	S	1	0	1	0.00000
Marinilactibacillus sp. 15R	1911586	S	1	0	1	0.00000
Aerococcus urinaeequi	51665	S	7	0	7	0.00001
Aerococcus urinaehominis	128944	S	1	0	1	0.00000
Staphylococcus aureus	1280	S	1263	3257	4520	0.00406
Staphylococcus simulans	1286	S	30	0	30	0.00003
Staphylococcus argenteus	985002	S	19	0	19	0.00002
Staphylococcus delphini	53344	S	2	0	2	0.00000
Staphylococcus felis	46127	S	2	0	2	0.00000
Staphylococcus sp. IVB6240	2989771	S	2	0	2	0.00000
Staphylococcus ureilyticus	94138	S	1	0	1	0.00000
Staphylococcus agnetis	985762	S	1	0	1	0.00000
Staphylococcus simiae	308354	S	1	0	1	0.00000
Staphylococcus cohnii	29382	S	1	20	21	0.00002
Mammaliicoccus sciuri	1296	S	1	0	1	0.00000
Mammaliicoccus vitulinus	71237	S	1	0	1	0.00000
Salinicoccus halodurans	407035	S	1	0	1	0.00000
Nosocomiicoccus ampullae	489910	S	1	0	1	0.00000
Bacillus thuringiensis	1428	S	13	0	13	0.00001
Bacillus cereus	1396	S	9	0	9	0.00001
Bacillus anthracis	1392	S	9	0	9	0.00001
Bacillus mycoides	1405	S	1	0	1	0.00000
Bacillus tropicus	2026188	S	1	0	1	0.00000
Bacillus velezensis	492670	S	16	0	16	0.00001
Bacillus amyloliquefaciens	1390	S	3	0	3	0.00000
Bacillus subtilis	1423	S	8	0	8	0.00001
Bacillus licheniformis	1402	S	1	0	1	0.00000
Bacillus atrophaeus	1452	S	1	0	1	0.00000
Bacillus paralicheniformis	1648923	S	1	0	1	0.00000
Bacillus altitudinis	293387	S	6	0	6	0.00001
Bacillus sp. Cs-700	2589818	S	1	0	1	0.00000
Bacillus sp. BD59S	2499213	S	1	0	1	0.00000
Bacillus sp. ZHX3	2841656	S	1	0	1	0.00000
Bacillus sp. LJBS17	2859227	S	1	0	1	0.00000
Bacillus sp. Lzh-5	2049935	S	1	0	1	0.00000
Bacillus aquiflavi	2672567	S	2	0	2	0.00000
Bacillus pumilus	1408	S	1	0	1	0.00000
Lysinibacillus timonensis	2086577	S	7	0	7	0.00001
Lysinibacillus agricola	2590012	S	2	0	2	0.00000
Lysinibacillus capsici	2115968	S	1	0	1	0.00000
Lysinibacillus sp. GJ-1	2896845	S	1	0	1	0.00000
Peribacillus asahii	228899	S	1	0	1	0.00000
Peribacillus butanolivorans	421767	S	1	0	1	0.00000
Peribacillus frigoritolerans	450367	S	1	0	1	0.00000
