name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Stenotrophomonas sp. LM091	1904944	S	1230	0	1230	0.12890
Stenotrophomonas sp. 364	2691571	S	146	0	146	0.01530
Stenotrophomonas sp. 169	2770322	S	4	0	4	0.00042
Stenotrophomonas sp. Pemsol	2040586	S	1	0	1	0.00010
Stenotrophomonas sp. DR822	2871174	S	1	0	1	0.00010
Stenotrophomonas sp. NA06056	2742129	S	1	0	1	0.00010
Stenotrophomonas sp. SXG-1	2682487	S	1	0	1	0.00010
Stenotrophomonas rhizophila	216778	S	63	0	63	0.00660
Stenotrophomonas maltophilia	40324	S	27	0	27	0.00283
Stenotrophomonas sp. SAU14A_NAIMI4_5	2072413	S	2	0	2	0.00021
Stenotrophomonas sp. ESTM1D_MKCIP4_1	2072414	S	2	0	2	0.00021
Stenotrophomonas sp. SAU14A_NAIMI4_8	2072409	S	1	0	1	0.00010
Xanthomonas hortorum	56454	S	3	0	3	0.00031
Xanthomonas citri	346	S	1	0	1	0.00010
Xanthomonas campestris	339	S	1	0	1	0.00010
Lysobacter arenosi	2795387	S	1	0	1	0.00010
Dyella caseinilytica	1849581	S	3	0	3	0.00031
Pseudomonas protegens	380021	S	267	0	267	0.02798
Pseudomonas fluorescens	294	S	30	0	30	0.00314
Pseudomonas synxantha	47883	S	16	0	16	0.00168
Pseudomonas azotoformans	47878	S	13	0	13	0.00136
Pseudomonas rhodesiae	76760	S	8	0	8	0.00084
Pseudomonas tolaasii	29442	S	7	0	7	0.00073
Pseudomonas poae	200451	S	7	0	7	0.00073
Pseudomonas mandelii	75612	S	7	0	7	0.00073
Pseudomonas orientalis	76758	S	7	0	7	0.00073
Pseudomonas cedrina	651740	S	4	0	4	0.00042
Pseudomonas veronii	76761	S	3	0	3	0.00031
Pseudomonas trivialis	200450	S	3	0	3	0.00031
Pseudomonas extremorientalis	169669	S	2	0	2	0.00021
Pseudomonas mucidolens	46679	S	2	0	2	0.00021
Pseudomonas libanensis	75588	S	1	0	1	0.00010
Pseudomonas sp. OE 28.3	2745519	S	12	0	12	0.00126
Pseudomonas sp. NS1(2017)	2025658	S	7	0	7	0.00073
Pseudomonas sp. ADAK13	2730847	S	7	0	7	0.00073
Pseudomonas sp. LG1E9	2219057	S	7	0	7	0.00073
Pseudomonas sp. S35	1573719	S	6	0	6	0.00063
Pseudomonas sp. TMW 2.1634	1886807	S	6	0	6	0.00063
Pseudomonas sp. S09G 359	2054919	S	6	0	6	0.00063
Pseudomonas sp. ADAK18	2730848	S	5	0	5	0.00052
Pseudomonas sp. SDM007	2812000	S	5	0	5	0.00052
Pseudomonas sp. CIP-10	2892442	S	5	0	5	0.00052
Pseudomonas sp. NIBR-H-19	2901380	S	5	0	5	0.00052
Pseudomonas sp. CBS	2971912	S	4	0	4	0.00042
Pseudomonas sp. HN11	1344094	S	4	0	4	0.00042
Pseudomonas sp. R76	1573711	S	4	0	4	0.00042
Pseudomonas sp. R5-89-07	658644	S	4	0	4	0.00042
Pseudomonas sp. DY-1	1755504	S	4	0	4	0.00042
Pseudomonas sp. CYM-20-01	2870750	S	3	0	3	0.00031
Pseudomonas sp. HN8-3	2886361	S	3	0	3	0.00031
Pseudomonas sp. B21-053	2895493	S	3	0	3	0.00031
Pseudomonas sp. SXM-1	2169583	S	3	0	3	0.00031
Pseudomonas sp. FDAARGOS_380	2018067	S	2	0	2	0.00021
Pseudomonas sp. N3-W	2975049	S	2	0	2	0.00021
Pseudomonas sp. Os17	1500686	S	2	0	2	0.00021
Pseudomonas sp. NIBRBAC000502773	2590776	S	2	0	2	0.00021
Pseudomonas sp. Eqa60	2799184	S	2	0	2	0.00021
Pseudomonas sp. In5(2022)	2961896	S	2	0	2	0.00021
Pseudomonas sp. MYb193	1827300	S	1	0	1	0.00010
Pseudomonas sp. BIOMIG1BAC	1758730	S	1	0	1	0.00010
Pseudomonas sp. Z003-0.4C(8344-21)	1855380	S	1	0	1	0.00010
Pseudomonas sp. 7SR1	1881017	S	1	0	1	0.00010
Pseudomonas sp. KNUC1026	2893890	S	1	0	1	0.00010
Pseudomonas sp. St290	1602166	S	1	0	1	0.00010
Pseudomonas sp. LPH1	1898684	S	1	0	1	0.00010
Pseudomonas sp. DR48	2871095	S	1	0	1	0.00010
Pseudomonas sp. BT-42-2	2986927	S	1	0	1	0.00010
Pseudomonas sp. ADAK22	2730851	S	1	0	1	0.00010
Pseudomonas sp. ACM7	2052956	S	1	0	1	0.00010
Pseudomonas sp. 3-2	2867408	S	1	0	1	0.00010
Pseudomonas sp. MM213	2866807	S	1	0	1	0.00010
Pseudomonas sp. ERGC3:05	2866386	S	1	0	1	0.00010
Pseudomonas sp. PS1(2021)	2866282	S	1	0	1	0.00010
Pseudomonas sp. LG1D9	2083054	S	1	0	1	0.00010
Pseudomonas sp. LBUM920	2126069	S	1	0	1	0.00010
Pseudomonas sp. MTM4	2705472	S	1	0	1	0.00010
