name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Homo sapiens	9606	S	1158468	0	1158468	0.81438
Polynucleobacter necessarius	576610	S	17831	0	17831	0.01253
Polynucleobacter sp. MWH-Spelu-300-X4	2689109	S	29	0	29	0.00002
Polynucleobacter sp. AP-Titi-500A-B4	2576923	S	15	0	15	0.00001
Polynucleobacter sp. JS-JIR-II-b4	1758390	S	11	0	11	0.00001
Polynucleobacter sp. AP-Nino-20-G2	2576917	S	9	0	9	0.00001
Polynucleobacter sp. MWH-UH25E	1855616	S	6	0	6	0.00000
Polynucleobacter sp. MWH-UH35A	1855619	S	6	0	6	0.00000
Polynucleobacter sp. Adler-ghost	2770234	S	5	0	5	0.00000
Polynucleobacter sp. MG-5-Ahmo-C2	2081051	S	5	0	5	0.00000
Polynucleobacter sp. JS-JIR-II-50	2576919	S	5	0	5	0.00000
Polynucleobacter sp. MG-6-Vaara-E2	2576932	S	1	0	1	0.00000
Polynucleobacter sp. MWH-Aus1W21	1855880	S	1	0	1	0.00000
Polynucleobacter ibericus	1819725	S	3	0	3	0.00000
Polynucleobacter difficilis	556054	S	1	0	1	0.00000
Burkholderia dolosa	152500	S	6859	0	6859	0.00482
Burkholderia multivorans	87883	S	2674	0	2674	0.00188
Burkholderia cenocepacia	95486	S	1965	0	1965	0.00138
Burkholderia aenigmatica	2015348	S	11	0	11	0.00001
Burkholderia territorii	1503055	S	10	0	10	0.00001
Burkholderia thailandensis	57975	S	23	0	23	0.00002
Burkholderia mayonis	1385591	S	12	0	12	0.00001
Burkholderia pseudomallei	28450	S	2	0	2	0.00000
Burkholderia gladioli	28095	S	1	0	1	0.00000
Cupriavidus oxalaticus	96344	S	691	0	691	0.00049
Cupriavidus taiwanensis	164546	S	292	0	292	0.00021
Cupriavidus gilardii	82541	S	24	0	24	0.00002
Cupriavidus necator	106590	S	4	0	4	0.00000
Cupriavidus basilensis	68895	S	2	0	2	0.00000
Cupriavidus pauculus	82633	S	2	0	2	0.00000
Cupriavidus sp. USMAA2-4	876364	S	1	0	1	0.00000
Ralstonia solanacearum	305	S	514	0	514	0.00036
Ralstonia mannitolilytica	105219	S	2	0	2	0.00000
Ralstonia insidiosa	190721	S	1	0	1	0.00000
Paraburkholderia fungorum	134537	S	70	0	70	0.00005
Paraburkholderia pallida	2547399	S	34	0	34	0.00002
Paraburkholderia hospita	169430	S	14	0	14	0.00001
Paraburkholderia terricola	169427	S	13	0	13	0.00001
Paraburkholderia dokdonella	2211211	S	8	0	8	0.00001
Paraburkholderia sp. PGU16	2735433	S	3	0	3	0.00000
Paraburkholderia caffeinilytica	1761016	S	2	0	2	0.00000
Paraburkholderia tropica	92647	S	1	0	1	0.00000
Paraburkholderia phenoliruptrix	252970	S	1	0	1	0.00000
Paraburkholderia phytofirmans	261302	S	1	0	1	0.00000
Paraburkholderia terrae	311230	S	1	0	1	0.00000
Limnobacter sp. SAORIC-580	2732163	S	75	0	75	0.00005
Pandoraea sp. XY-2	2518599	S	50	0	50	0.00004
Pandoraea pulmonicola	93221	S	6	0	6	0.00000
Mycoavidus cysteinexigens	1553431	S	16	0	16	0.00001
Mycoavidus sp. B2-EB	2651972	S	9	0	9	0.00001
Mycoavidus sp. HKI	2840467	S	1	0	1	0.00000
Candidatus Vallotia cooleyia	1177211	S	7	0	7	0.00000
Caballeronia zhejiangensis	871203	S	1	0	1	0.00000
Caballeronia sp. SBC1	2705548	S	1	0	1	0.00000
Lautropia mirabilis	47671	S	1	0	1	0.00000
Janthinobacterium agaricidamnosum	55508	S	1220	0	1220	0.00086
Janthinobacterium sp. Marseille	375286	S	2	0	2	0.00000
Janthinobacterium sp. PAMC25594	2861284	S	2	0	2	0.00000
Massilia sp. HC52	2852099	S	16	0	16	0.00001
Massilia sp. MB5	2919578	S	4	0	4	0.00000
Massilia sp. WG5	1707785	S	1	0	1	0.00000
Massilia oculi	945844	S	3	0	3	0.00000
Pseudoduganella lutea	321985	S	1	0	1	0.00000
Herbaspirillum hiltneri	341045	S	11	0	11	0.00001
Herbaspirillum seropedicae	964	S	1	0	1	0.00000
Herbaspirillum huttiense	863372	S	1	0	1	0.00000
Noviherbaspirillum sp. UKPF54	2601898	S	9	0	9	0.00001
Acidovorax sp. KKS102	358220	S	15	0	15	0.00001
Acidovorax sp. T1	1858609	S	7	0	7	0.00000
Acidovorax sp. 1608163	2478662	S	7	0	7	0.00000
Acidovorax sp. RAC01	1842533	S	1	0	1	0.00000
Acidovorax sp. JMULE5	2518343	S	1	0	1	0.00000
Acidovorax sp. YS12	2738413	S	1	0	1	0.00000
Acidovorax sp. 5MLIR	2949090	S	1	0	1	0.00000
Acidovorax carolinensis	553814	S	26	0	26	0.00002
Acidovorax avenae	80867	S	8	0	8	0.00001
Acidovorax citrulli	80869	S	3	0	3	0.00000
Acidovorax radicis	758826	S	1	0	1	0.00000
Rhodoferax koreense	1842727	S	17	0	17	0.00001
Rhodoferax sp. MIZ03	2798804	S	8	0	8	0.00001
Rhodoferax sp. PAMC 29310	2822760	S	8	0	8	0.00001
Rhodoferax sp. AJA081-3	2752316	S	1	0	1	0.00000
Rhodoferax ferrireducens	192843	S	3	0	3	0.00000
Rhodoferax antarcticus	81479	S	1	0	1	0.00000
Rhodoferax sediminis	2509614	S	1	0	1	0.00000
Comamonas testosteroni	285	S	21	0	21	0.00001
Comamonas aquatica	225991	S	8	0	8	0.00001
Comamonas sp. Y33R10-2	2853257	S	3	0	3	0.00000
Comamonas kerstersii	225992	S	1	0	1	0.00000
Comamonas odontotermitis	379895	S	1	0	1	0.00000
Comamonas fluminis	2796366	S	1	0	1	0.00000
Variovorax paradoxus	34073	S	19	0	19	0.00001
Variovorax sp. PAMC 28711	1795631	S	7	0	7	0.00000
Variovorax sp. WDL1	207745	S	2	0	2	0.00000
Variovorax sp. PAMC26660	2762322	S	2	0	2	0.00000
Variovorax sp. PAMC28562	2762323	S	1	0	1	0.00000
Hydrogenophaga sp. NH-16	2184519	S	9	0	9	0.00001
Hydrogenophaga sp. PAMC20947	2565558	S	3	0	3	0.00000
Hydrogenophaga sp. RAC07	1842537	S	2	0	2	0.00000
Hydrogenophaga sp. SL48	2806347	S	2	0	2	0.00000
Hydrogenophaga taeniospiralis	65656	S	2	0	2	0.00000
Hydrogenophaga crassostreae	1763535	S	1	0	1	0.00000
Delftia lacustris	558537	S	3	0	3	0.00000
Alicycliphilus denitrificans	179636	S	9	0	9	0.00001
Diaphorobacter sp. JS3050	2735554	S	6	0	6	0.00000
Curvibacter sp. AEP1-3	1844971	S	7	0	7	0.00000
Polaromonas naphthalenivorans	216465	S	2	0	2	0.00000
Polaromonas vacuolata	37448	S	1	0	1	0.00000
Polaromonas sp. JS666	296591	S	1	0	1	0.00000
Ramlibacter tataouinensis	94132	S	2	0	2	0.00000
Verminephrobacter eiseniae	364317	S	2	0	2	0.00000
Ottowia testudinis	2816950	S	1	0	1	0.00000
Simplicispira suum	2109915	S	1	0	1	0.00000
Melaminivora jejuensis	1267217	S	1	0	1	0.00000
Achromobacter xylosoxidans	85698	S	7	0	7	0.00000
Achromobacter denitrificans	32002	S	6	0	6	0.00000
Pusillimonas sp. M17	2962065	S	10	0	10	0.00001
Pusillimonas sp. DMV24BSW_D	2716226	S	6	0	6	0.00000
Advenella mimigardefordensis	302406	S	15	0	15	0.00001
Taylorella asinigenitalis	84590	S	12	0	12	0.00001
Basilea psittacipulmonis	1472345	S	7	0	7	0.00000
Bordetella bronchialis	463025	S	3	0	3	0.00000
Bordetella hinzii	103855	S	2	0	2	0.00000
Bordetella sp. N	1746199	S	1	0	1	0.00000
Alcaligenes faecalis	511	S	1	0	1	0.00000
Alcaligenes sp. SORT26	2813780	S	1	0	1	0.00000
Alcaligenes aquatilis	323284	S	1	0	1	0.00000
Orrella marina	2163011	S	2	0	2	0.00000
Pigmentiphaga aceris	1940612	S	1	0	1	0.00000
Roseateles depolymerans	76731	S	19	0	19	0.00001
Aquincola tertiaricarbonis	391953	S	1	0	1	0.00000
Xylophilus rhododendri	2697032	S	9	0	9	0.00001
Aquabacterium olei	1296669	S	2	0	2	0.00000
Rhizobacter gummiphilus	946333	S	1	0	1	0.00000
Neisseria meningitidis	487	S	50	0	50	0.00004
Neisseria gonorrhoeae	485	S	30	0	30	0.00002
Neisseria brasiliensis	2666100	S	8	0	8	0.00001
Neisseria zalophi	640030	S	7	0	7	0.00000
Neisseria animaloris	326522	S	6	0	6	0.00000
Neisseria mucosa	488	S	1	0	1	0.00000
Eikenella corrodens	539	S	10	0	10	0.00001
Conchiformibius steedae	153493	S	9	0	9	0.00001
Snodgrassella alvi	1196083	S	6	0	6	0.00000
Uruburuella testudinis	1282863	S	3	0	3	0.00000
Uruburuella suis	252130	S	2	0	2	0.00000
Aquella oligotrophica	2067065	S	5	0	5	0.00000
Alysiella filiformis	194196	S	4	0	4	0.00000
Chromobacterium haemolyticum	394935	S	14	0	14	0.00001
Chromobacterium violaceum	536	S	5	0	5	0.00000
Chromobacterium vaccinii	1108595	S	5	0	5	0.00000
Chromobacterium sp. ATCC 53434	2059672	S	1	0	1	0.00000
Iodobacter fluviatilis	537	S	21	0	21	0.00001
Deefgea piscis	2739061	S	8	0	8	0.00001
Chitinibacter bivalviorum	2739434	S	6	0	6	0.00000
Nitrosomonas ureae	44577	S	47	0	47	0.00003
Nitrosomonas eutropha	916	S	13	0	13	0.00001
Nitrosomonas stercoris	1444684	S	9	0	9	0.00001
Nitrosomonas europaea	915	S	3	0	3	0.00000
Candidatus Methylopumilus planktonicus	1581557	S	8	0	8	0.00001
Candidatus Methylopumilus universalis	2588536	S	6	0	6	0.00000
Methylophilus medardicus	2588534	S	5	0	5	0.00000
Methylophilus sp. TWE2	1662285	S	2	0	2	0.00000
Methyloradius palustris	2778876	S	5	0	5	0.00000
Methylotenera versatilis	1055487	S	4	0	4	0.00000
Sulfuriferula nivalis	2675298	S	18	0	18	0.00001
Sulfuriferula plumbiphila	171865	S	7	0	7	0.00000
Methyloversatilis sp. RAC08	1842540	S	13	0	13	0.00001
Sterolibacterium denitrificans	157592	S	1	0	1	0.00000
Candidatus Nitrotoga arctica	453162	S	9	0	9	0.00001
Candidatus Kinetoplastibacterium desouzaii	994692	S	23	0	23	0.00002
Candidatus Kinetoplastibacterium galatii	994695	S	13	0	13	0.00001
Candidatus Kinetoplastibacterium sorsogonicusi	1576550	S	9	0	9	0.00001
Candidatus Kinetoplastibacterium blastocrithidii	233181	S	6	0	6	0.00000
Candidatus Profftella armatura	669502	S	9	0	9	0.00001
Candidatus Nasuia deltocephalinicola	1160784	S	8	0	8	0.00001
Thauera aromatica	59405	S	9	0	9	0.00001
Thauera sp. MZ1T	85643	S	1	0	1	0.00000
Azoarcus communis	41977	S	1	0	1	0.00000
Azoarcus sp. DD4	2027405	S	1	0	1	0.00000
Nitrogeniibacter aestuarii	2815343	S	1	0	1	0.00000
Ferribacterium limneticum	76259	S	3	0	3	0.00000
Dechloromonas denitrificans	281362	S	2	0	2	0.00000
Quatrionicoccus australiensis	138118	S	1	0	1	0.00000
Aromatoleum petrolei	76116	S	3	0	3	0.00000
Azospira oryzae	146939	S	1	0	1	0.00000
Niveibacterium microcysteis	2811415	S	1	0	1	0.00000
Klebsiella variicola	244366	S	1801	0	1801	0.00127
Klebsiella pneumoniae	573	S	1216	44707	45923	0.03228
Klebsiella grimontii	2058152	S	933	0	933	0.00066
Klebsiella oxytoca	571	S	199	0	199	0.00014
Klebsiella quasipneumoniae	1463165	S	74	280	354	0.00025
Klebsiella aerogenes	548	S	10	0	10	0.00001
Klebsiella michiganensis	1134687	S	1	0	1	0.00000
Salmonella enterica	28901	S	3833	50308	54141	0.03806
Escherichia coli	562	S	268	1070	1338	0.00094
Escherichia albertii	208962	S	10	0	10	0.00001
Escherichia fergusonii	564	S	7	0	7	0.00000
Citrobacter rodentium	67825	S	69	0	69	0.00005
Citrobacter freundii	546	S	23	0	23	0.00002
Citrobacter portucalensis	1639133	S	9	0	9	0.00001
Citrobacter tructae	2562449	S	11	0	11	0.00001
Citrobacter farmeri	67824	S	6	0	6	0.00000
Citrobacter amalonaticus	35703	S	5	0	5	0.00000
Citrobacter koseri	545	S	2	0	2	0.00000
Buttiauxella sp. 3AFRM03	2479367	S	25	0	25	0.00002
Buttiauxella ferragutiae	82989	S	8	0	8	0.00001
Enterobacteriaceae endosymbiont of Neohaemonia nigricornis	2675792	S	38	0	38	0.00003
Enterobacteriaceae endosymbiont of Donacia crassipes	2675776	S	24	0	24	0.00002
