name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Pseudomonas azotoformans	47878	S	391181	0	391181	0.51052
Pseudomonas fluorescens	294	S	5850	0	5850	0.00763
Pseudomonas synxantha	47883	S	4125	0	4125	0.00538
Pseudomonas orientalis	76758	S	3024	0	3024	0.00395
Pseudomonas trivialis	200450	S	2987	0	2987	0.00390
Pseudomonas tolaasii	29442	S	2135	0	2135	0.00279
Pseudomonas cedrina	651740	S	1824	0	1824	0.00238
Pseudomonas rhodesiae	76760	S	1615	0	1615	0.00211
Pseudomonas extremorientalis	169669	S	1575	0	1575	0.00206
Pseudomonas poae	200451	S	1236	0	1236	0.00161
Pseudomonas protegens	380021	S	1003	0	1003	0.00131
Pseudomonas veronii	76761	S	747	0	747	0.00097
Pseudomonas mucidolens	46679	S	465	0	465	0.00061
Pseudomonas corrugata	47879	S	439	0	439	0.00057
Pseudomonas brenneri	129817	S	432	0	432	0.00056
Pseudomonas libanensis	75588	S	291	0	291	0.00038
Pseudomonas mandelii	75612	S	219	0	219	0.00029
Pseudomonas migulae	78543	S	126	0	126	0.00016
Pseudomonas mediterranea	183795	S	99	0	99	0.00013
Pseudomonas congelans	200452	S	59	0	59	0.00008
Pseudomonas ogarae	1114970	S	38	0	38	0.00005
Pseudomonas sp. NS1(2017)	2025658	S	38360	0	38360	0.05006
Pseudomonas sp. HN11	1344094	S	6211	0	6211	0.00811
Pseudomonas sp. S35	1573719	S	3170	0	3170	0.00414
Pseudomonas sp. Y39-6	2749807	S	2648	0	2648	0.00346
Pseudomonas sp. CYM-20-01	2870750	S	2376	0	2376	0.00310
Pseudomonas sp. OE 28.3	2745519	S	2037	0	2037	0.00266
Pseudomonas sp. S09G 359	2054919	S	1134	0	1134	0.00148
Pseudomonas sp. R76	1573711	S	872	0	872	0.00114
Pseudomonas sp. SXM-1	2169583	S	758	0	758	0.00099
Pseudomonas sp. ADAK13	2730847	S	715	0	715	0.00093
Pseudomonas sp. LG1E9	2219057	S	702	0	702	0.00092
Pseudomonas sp. J380	2605424	S	519	0	519	0.00068
Pseudomonas sp. MYb193	1827300	S	479	0	479	0.00063
Pseudomonas sp. R5-89-07	658644	S	476	0	476	0.00062
Pseudomonas sp. ArH3a	2862945	S	470	0	470	0.00061
