name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Homo sapiens	9606	S	855083	0	855083	0.76362
Klebsiella pneumoniae	573	S	2731	76280	79011	0.07056
Klebsiella variicola	244366	S	1374	0	1374	0.00123
Klebsiella grimontii	2058152	S	788	0	788	0.00070
Klebsiella oxytoca	571	S	236	0	236	0.00021
Klebsiella quasipneumoniae	1463165	S	39	105	144	0.00013
Klebsiella aerogenes	548	S	8	0	8	0.00001
Klebsiella michiganensis	1134687	S	3	0	3	0.00000
Salmonella enterica	28901	S	2687	41924	44611	0.03984
Escherichia coli	562	S	185	391	576	0.00051
Escherichia albertii	208962	S	13	0	13	0.00001
Escherichia fergusonii	564	S	4	0	4	0.00000
Buttiauxella sp. 3AFRM03	2479367	S	24	0	24	0.00002
Buttiauxella agrestis	82977	S	13	0	13	0.00001
Buttiauxella ferragutiae	82989	S	2	0	2	0.00000
Enterobacteriaceae endosymbiont of Donacia crassipes	2675776	S	17	0	17	0.00002
Enterobacteriaceae endosymbiont of Neohaemonia nigricornis	2675792	S	16	0	16	0.00001
Enterobacteriaceae endosymbiont of Donacia cincticornis	2675773	S	10	0	10	0.00001
Enterobacteriaceae endosymbiont of Donacia clavipes	2675775	S	10	0	10	0.00001
Enterobacteriaceae endosymbiont of Donacia thalassina	2675786	S	9	0	9	0.00001
Enterobacteriaceae endosymbiont of Macroplea mutica	2675791	S	8	0	8	0.00001
Enterobacteriaceae endosymbiont of Donacia vulgaris	2675789	S	4	0	4	0.00000
Enterobacteriaceae endosymbiont of Donacia sparganii	2675785	S	2	0	2	0.00000
Enterobacteriaceae endosymbiont of Plateumaris sericea	2675797	S	1	0	1	0.00000
Enterobacteriaceae endosymbiont of Plateumaris braccata	2675793	S	1	0	1	0.00000
Enterobacteriaceae endosymbiont of Donacia tomentosa	2675787	S	1	0	1	0.00000
Enterobacteriaceae endosymbiont of Macroplea appendiculata	2675790	S	1	0	1	0.00000
Citrobacter rodentium	67825	S	52	0	52	0.00005
Citrobacter freundii	546	S	15	0	15	0.00001
Citrobacter portucalensis	1639133	S	4	0	4	0.00000
Citrobacter amalonaticus	35703	S	6	0	6	0.00001
Citrobacter farmeri	67824	S	6	0	6	0.00001
Citrobacter koseri	545	S	2	0	2	0.00000
Enterobacter hormaechei	158836	S	61	140	201	0.00018
Enterobacter ludwigii	299767	S	5	0	5	0.00000
Enterobacter cloacae	550	S	1	0	1	0.00000
Enterobacter mori	539813	S	14	0	14	0.00001
Enterobacter soli	885040	S	5	0	5	0.00000
Enterobacter sp. SES19	2705458	S	1	0	1	0.00000
Blochmannia endosymbiont of Camponotus modoc	2945587	S	7	0	7	0.00001
Blochmannia endosymbiont of Camponotus sp.	700220	S	5	0	5	0.00000
Blochmannia endosymbiont of Camponotus (Colobopsis) obliquus	1505597	S	3	0	3	0.00000
Blochmannia endosymbiont of Polyrhachis (Hedomyrma) turneri	1505596	S	2	0	2	0.00000
Candidatus Blochmannia herculeanus	108080	S	2	0	2	0.00000
Candidatus Blochmannia vafer	251535	S	2	0	2	0.00000
Candidatus Blochmannia ocreatus	251538	S	2	0	2	0.00000
Candidatus Blochmannia vicinus	251540	S	1	0	1	0.00000
Candidatus Annandia adelgestsuga	1302411	S	16	0	16	0.00001
Candidatus Annandia pinicola	1345117	S	6	0	6	0.00001
Symbiopectobacterium purcellii	2871826	S	11	0	11	0.00001
Candidatus Tachikawaea gelatinosa	1410383	S	6	0	6	0.00001
secondary endosymbiont of Heteropsylla cubana	134287	S	3	0	3	0.00000
Candidatus Gullanella endobia	1070130	S	3	0	3	0.00000
Candidatus Profftia sp. (ex Adelges kitamiensis)	2864218	S	24	0	24	0.00002
Candidatus Profftia lariciata	1987921	S	13	0	13	0.00001
Leclercia sp. 29361	2714951	S	7	0	7	0.00001
Leclercia pneumoniae	2815358	S	5	0	5	0.00000
Leclercia adecarboxylata	83655	S	2	0	2	0.00000
Lelliottia amnigena	61646	S	13	0	13	0.00001
Kosakonia radicincitans	283686	S	7	0	7	0.00001
Kosakonia sp. SMBL-WEM22	2725560	S	5	0	5	0.00000
Cronobacter sakazakii	28141	S	10	0	10	0.00001
Candidatus Ishikawaella capsulata	168169	S	10	0	10	0.00001
Candidatus Schneideria nysicola	1081631	S	5	0	5	0.00000
Plesiomonas shigelloides	703	S	4	0	4	0.00000
Cedecea neteri	158822	S	3	0	3	0.00000
Candidatus Moranella endobia	1048758	S	1	0	1	0.00000
Proteus mirabilis	584	S	244	0	244	0.00022
Proteus vulgaris	585	S	15	0	15	0.00001
Proteus columbae	1987580	S	6	0	6	0.00001
Proteus penneri	102862	S	4	0	4	0.00000
Proteus hauseri	183417	S	4	0	4	0.00000
Proteus terrae	1574161	S	2	0	2	0.00000
Candidatus Arsenophonus lipoptenae	634113	S	165	0	165	0.00015
Arsenophonus nasoniae	638	S	14	0	14	0.00001
Providencia sneebia	516075	S	23	0	23	0.00002
Providencia sp. R33	2828763	S	23	0	23	0.00002
Providencia heimbachae	333962	S	16	0	16	0.00001
Providencia rettgeri	587	S	8	0	8	0.00001
Providencia vermicola	333965	S	1	0	1	0.00000
Xenorhabdus poinarii	40577	S	23	0	23	0.00002
Xenorhabdus hominickii	351679	S	7	0	7	0.00001
Xenorhabdus bovienii	40576	S	4	0	4	0.00000
Xenorhabdus budapestensis	290110	S	3	0	3	0.00000
Photorhabdus thracensis	230089	S	18	0	18	0.00002
Photorhabdus akhurstii	171438	S	3	0	3	0.00000
Photorhabdus asymbiotica	291112	S	1	0	1	0.00000
Morganella morganii	582	S	7	0	7	0.00001
Moellerella wisconsensis	158849	S	6	0	6	0.00001
Yersinia enterocolitica	630	S	347	0	347	0.00031
Yersinia pseudotuberculosis	633	S	7	0	7	0.00001
Yersinia pestis	632	S	2	0	2	0.00000
Yersinia alsatica	2890317	S	4	0	4	0.00000
Yersinia frederiksenii	29484	S	3	0	3	0.00000
Yersinia ruckeri	29486	S	2	0	2	0.00000
Yersinia rohdei	29485	S	1	0	1	0.00000
Serratia sp. 3ACOL1	2448483	S	124	0	124	0.00011
Serratia sp. FDAARGOS_506	2420306	S	2	0	2	0.00000
Serratia fonticola	47917	S	32	2	34	0.00003
Serratia surfactantfaciens	2741499	S	20	0	20	0.00002
Serratia ureilytica	300181	S	12	0	12	0.00001
Serratia marcescens	615	S	7	10	17	0.00002
Serratia plymuthica	82996	S	6	0	6	0.00001
Serratia proteamaculans	28151	S	2	0	2	0.00000
Rahnella inusitata	58169	S	12	0	12	0.00001
Rahnella aquatilis	34038	S	3	0	3	0.00000
Rouxiella badensis	1646377	S	15	0	15	0.00001
Buchnera aphidicola	9	S	394	0	394	0.00035
Candidatus Erwinia haradaeae	1922217	S	84	0	84	0.00008
Erwinia tracheiphila	65700	S	19	0	19	0.00002
Erwinia rhapontici	55212	S	5	0	5	0.00000
Erwinia gerundensis	1619313	S	5	0	5	0.00000
Erwinia amylovora	552	S	2	0	2	0.00000
Pantoea sp. MT58	2768165	S	11	0	11	0.00001
Pantoea sp. Z09	2886821	S	3	0	3	0.00000
Pantoea sp. SOD02	2970818	S	3	0	3	0.00000
Pantoea ananatis	553	S	14	0	14	0.00001
Pantoea cypripedii	55209	S	8	0	8	0.00001
Candidatus Pantoea carbekii	1235990	S	8	0	8	0.00001
Pantoea stewartii	66269	S	7	0	7	0.00001
Pantoea vagans	470934	S	5	0	5	0.00000
Pantoea agglomerans	549	S	4	0	4	0.00000
Pantoea alhagi	1891675	S	3	0	3	0.00000
Mixta calida	665913	S	8	0	8	0.00001
Mixta intestinalis	1615494	S	1	0	1	0.00000
Wigglesworthia glossinidia	51229	S	8	0	8	0.00001
Pectobacterium brasiliense	180957	S	12	0	12	0.00001
Pectobacterium parmentieri	1905730	S	9	0	9	0.00001
Pectobacterium atrosepticum	29471	S	6	0	6	0.00001
Pectobacterium versatile	2488639	S	4	0	4	0.00000
Dickeya sp. NCPPB 3274	568766	S	11	0	11	0.00001
Musicola paradisiaca	69223	S	7	0	7	0.00001
Brenneria izadpanahii	2722756	S	2	0	2	0.00000
Leminorella richardii	158841	S	13	0	13	0.00001
Pragia fontium	82985	S	13	0	13	0.00001
Jinshanibacter zhutongyuii	2498113	S	12	0	12	0.00001
Hafnia paralvei	546367	S	6	0	6	0.00001
Hafnia sp. CBA7124	1848580	S	5	0	5	0.00000
Edwardsiella tarda	636	S	1	0	1	0.00000
Edwardsiella ictaluri	67780	S	1	0	1	0.00000
Obesumbacterium proteus	82983	S	1	0	1	0.00000
Sodalis praecaptivus	1239307	S	3	0	3	0.00000
Pseudomonas azotoformans	47878	S	2655	0	2655	0.00237
Pseudomonas fluorescens	294	S	1609	0	1609	0.00144
Pseudomonas orientalis	76758	S	37	0	37	0.00003
Pseudomonas protegens	380021	S	35	0	35	0.00003
Pseudomonas synxantha	47883	S	34	0	34	0.00003
Pseudomonas trivialis	200450	S	19	0	19	0.00002
Pseudomonas tolaasii	29442	S	18	0	18	0.00002
Pseudomonas poae	200451	S	18	0	18	0.00002
Pseudomonas rhodesiae	76760	S	16	0	16	0.00001
Pseudomonas cedrina	651740	S	13	0	13	0.00001
Pseudomonas veronii	76761	S	6	0	6	0.00001
Pseudomonas extremorientalis	169669	S	6	0	6	0.00001
Pseudomonas mandelii	75612	S	6	0	6	0.00001
Pseudomonas mucidolens	46679	S	5	0	5	0.00000
Pseudomonas corrugata	47879	S	4	0	4	0.00000
Pseudomonas mediterranea	183795	S	3	0	3	0.00000
Pseudomonas libanensis	75588	S	3	0	3	0.00000
Pseudomonas brenneri	129817	S	2	0	2	0.00000
Pseudomonas migulae	78543	S	1	0	1	0.00000
Pseudomonas ogarae	1114970	S	1	0	1	0.00000
Pseudomonas sp. CIP-10	2892442	S	1576	0	1576	0.00141
Pseudomonas sp. NIBRBAC000502773	2590776	S	733	0	733	0.00065
Pseudomonas sp. J380	2605424	S	652	0	652	0.00058
Pseudomonas sp. NS1(2017)	2025658	S	171	0	171	0.00015
Pseudomonas sp. S35	1573719	S	99	0	99	0.00009
Pseudomonas sp. HN11	1344094	S	37	0	37	0.00003
Pseudomonas sp. CMR5c	658630	S	22	0	22	0.00002
Pseudomonas sp. 3-2	2867408	S	21	0	21	0.00002
Pseudomonas sp. LG1E9	2219057	S	21	0	21	0.00002
Pseudomonas sp. S09G 359	2054919	S	19	0	19	0.00002
Pseudomonas sp. OE 28.3	2745519	S	19	0	19	0.00002
Pseudomonas sp. DR 5-09	1534110	S	18	0	18	0.00002
Pseudomonas sp. LBUM920	2126069	S	17	0	17	0.00002
Pseudomonas sp. CYM-20-01	2870750	S	16	0	16	0.00001
Pseudomonas sp. BW7P1	2973088	S	15	0	15	0.00001
Pseudomonas sp. 7-41	2898483	S	14	0	14	0.00001
Pseudomonas sp. Leaf58	1736226	S	10	0	10	0.00001
Pseudomonas sp. R76	1573711	S	9	0	9	0.00001
Pseudomonas sp. HS6	2850559	S	9	0	9	0.00001
Pseudomonas sp. So3.2b	2864101	S	8	0	8	0.00001
Pseudomonas sp. MYb193	1827300	S	8	0	8	0.00001
Pseudomonas sp. ADAK18	2730848	S	7	0	7	0.00001
Pseudomonas sp. R5-89-07	658644	S	7	0	7	0.00001
Pseudomonas sp. TKP	1415630	S	7	0	7	0.00001
