name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Enterococcus faecium	1352	S	324209	0	324209	0.65801
Enterococcus lactis	357441	S	1216	0	1216	0.00247
Enterococcus hirae	1354	S	1021	0	1021	0.00207
Enterococcus faecalis	1351	S	904	0	904	0.00183
Enterococcus durans	53345	S	529	0	529	0.00107
Enterococcus mundtii	53346	S	416	0	416	0.00084
Enterococcus sp. DA9	2603296	S	222	0	222	0.00045
Enterococcus sp. FDAARGOS_375	2060307	S	110	0	110	0.00022
Enterococcus sp. CR-Ec1	2057791	S	5	0	5	0.00001
Enterococcus sp. M190262	2582830	S	2	0	2	0.00000
Enterococcus casseliflavus	37734	S	258	0	258	0.00052
Enterococcus avium	33945	S	202	0	202	0.00041
Enterococcus thailandicus	417368	S	162	0	162	0.00033
Enterococcus cecorum	44008	S	107	0	107	0.00022
Enterococcus gallinarum	1353	S	105	0	105	0.00021
Enterococcus saigonensis	1805431	S	87	0	87	0.00018
Enterococcus rotai	118060	S	16	0	16	0.00003
Enterococcus raffinosus	71452	S	14	0	14	0.00003
Enterococcus wangshanyuanii	2005703	S	13	0	13	0.00003
Enterococcus gilvus	160453	S	11	0	11	0.00002
Enterococcus innesii	2839759	S	2	0	2	0.00000
Tetragenococcus halophilus	51669	S	59	0	59	0.00012
Tetragenococcus osmophilus	526944	S	1	0	1	0.00000
Vagococcus carniphilus	218144	S	47	0	47	0.00010
Vagococcus teuberi	519472	S	4	0	4	0.00001
Vagococcus penaei	633807	S	2	0	2	0.00000
Vagococcus fluvialis	2738	S	1	0	1	0.00000
Vagococcus xieshaowenii	2562451	S	1	0	1	0.00000
Vagococcus sp. CY52-2	2925838	S	1	0	1	0.00000
Melissococcus plutonius	33970	S	1	0	1	0.00000
Streptococcus suis	1307	S	44	0	44	0.00009
Streptococcus agalactiae	1311	S	42	0	42	0.00009
Streptococcus cristatus	45634	S	27	0	27	0.00005
Streptococcus pluranimalium	82348	S	12	0	12	0.00002
Streptococcus parauberis	1348	S	9	0	9	0.00002
Streptococcus sobrinus	1310	S	9	0	9	0.00002
Streptococcus pyogenes	1314	S	4	1263	1267	0.00257
Streptococcus dysgalactiae	1334	S	3	0	3	0.00001
Streptococcus lactarius	684066	S	3	0	3	0.00001
Streptococcus thermophilus	1308	S	2	0	2	0.00000
Streptococcus pneumoniae	1313	S	1	0	1	0.00000
Streptococcus sp. oral taxon 064	712624	S	1	0	1	0.00000
Lactococcus lactis	1358	S	4	0	4	0.00001
Lactococcus garvieae	1363	S	2	0	2	0.00000
Lactococcus raffinolactis	1366	S	2	0	2	0.00000
Jeotgalibaca sp. PTS2502	1903686	S	64	0	64	0.00013
Jeotgalibaca sp. MA1X17-3	2908211	S	3	0	3	0.00001
Jeotgalibaca ciconiae	2496265	S	55	0	55	0.00011
Granulicatella elegans	137732	S	22	0	22	0.00004
Carnobacterium viridans	174587	S	2	0	2	0.00000
Dolosigranulum pigrum	29394	S	2	0	2	0.00000
Limosilactobacillus reuteri	1598	S	21	0	21	0.00004
