name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Homo sapiens	9606	S	719701	0	719701	0.65962
Phocaeicola dorei	357276	S	256586	0	256586	0.23517
Phocaeicola vulgatus	821	S	21	0	21	0.00002
Phocaeicola salanitronis	376805	S	6	0	6	0.00001
Phocaeicola coprophilus	387090	S	1	0	1	0.00000
Bacteroides fragilis	817	S	2512	0	2512	0.00230
Bacteroides thetaiotaomicron	818	S	941	0	941	0.00086
Bacteroides sp. DH3716P	2847299	S	486	0	486	0.00045
Bacteroides sp. M10	2763022	S	25	0	25	0.00002
Bacteroides salyersiae	291644	S	188	0	188	0.00017
Bacteroides uniformis	820	S	31	0	31	0.00003
Bacteroides ovatus	28116	S	22	0	22	0.00002
Bacteroides caccae	47678	S	14	0	14	0.00001
Bacteroides nordii	291645	S	12	0	12	0.00001
Bacteroides faecis	674529	S	10	0	10	0.00001
Bacteroides intestinalis	329854	S	7	0	7	0.00001
Bacteroides cellulosilyticus	246787	S	7	0	7	0.00001
Bacteroides helcogenes	290053	S	4	0	4	0.00000
Bacteroides stercoris	46506	S	2	0	2	0.00000
Bacteroides coprosuis	151276	S	1	0	1	0.00000
Prevotella bryantii	77095	S	332	0	332	0.00030
Prevotella melaninogenica	28132	S	22	0	22	0.00002
Prevotella veroralis	28137	S	18	0	18	0.00002
Prevotella sp. E15-22	2937774	S	9	0	9	0.00001
Prevotella sp. oral taxon 475	712471	S	3	0	3	0.00000
Prevotella sp. E9-3	2913621	S	1	0	1	0.00000
Prevotella herbatica	2801997	S	15	0	15	0.00001
Prevotella fusca	589436	S	8	0	8	0.00001
Prevotella denticola	28129	S	7	0	7	0.00001
Prevotella intermedia	28131	S	3	0	3	0.00000
Prevotella jejuni	1177574	S	3	0	3	0.00000
Prevotella nigrescens	28133	S	1	0	1	0.00000
Prevotella scopos	589437	S	1	0	1	0.00000
Pseudoprevotella muciniphila	2133944	S	12	0	12	0.00001
Parabacteroides distasonis	823	S	47	0	47	0.00004
Parabacteroides merdae	46503	S	8	0	8	0.00001
Parabacteroides goldsteinii	328812	S	7	0	7	0.00001
Parabacteroides johnsonii	387661	S	4	0	4	0.00000
Tannerella serpentiformis	712710	S	5	0	5	0.00000
Proteiniphilum saccharofermentans	1642647	S	12	0	12	0.00001
Proteiniphilum sp. JNU-WLY501	2829812	S	9	0	9	0.00001
Dysgonomonas sp. HDW5A	2714926	S	9	0	9	0.00001
Salinivirga cyanobacteriivorans	1307839	S	25	0	25	0.00002
Paludibacter propionicigenes	185300	S	17	0	17	0.00002
Butyricimonas virosa	544645	S	8	0	8	0.00001
Butyricimonas faecalis	2093856	S	2	0	2	0.00000
Odoribacter splanchnicus	28118	S	6	0	6	0.00001
Alistipes sp. dk3624	2662363	S	9	0	9	0.00001
Alistipes onderdonkii	328813	S	4	0	4	0.00000
Tenuifilum thalassicum	2590900	S	11	0	11	0.00001
Porphyromonas gingivalis	837	S	10	0	10	0.00001
Muribaculum gordoncarteri	2530390	S	4	0	4	0.00000
Duncaniella dubosii	2518971	S	1	0	1	0.00000
Alkalitalea saponilacus	889453	S	64	0	64	0.00006
Labilibaculum antarcticum	1717717	S	14	0	14	0.00001
Draconibacterium halophilum	2706887	S	10	0	10	0.00001
Maribellus comscasis	2681766	S	3	0	3	0.00000
Flavobacterium sp. N1994	2986827	S	49	0	49	0.00004
Flavobacterium sp. KK2020170	2830782	S	40	0	40	0.00004
Flavobacterium sp. N2820	2986834	S	35	0	35	0.00003
Flavobacterium sp. N2270	2986831	S	34	0	34	0.00003
Flavobacterium sp. F-70	2893884	S	31	0	31	0.00003
Flavobacterium sp. N1861	2986825	S	30	0	30	0.00003
Flavobacterium sp. KBS0721	1179672	S	26	0	26	0.00002
Flavobacterium sp. Sr18	935222	S	25	0	25	0.00002
Flavobacterium sp. xlx-214	2654325	S	24	0	24	0.00002
Flavobacterium sp. LPB0248	2614441	S	22	0	22	0.00002
Flavobacterium sp. N1719	2885633	S	21	0	21	0.00002
Flavobacterium sp. MDT1-60	1979344	S	21	0	21	0.00002
Flavobacterium sp. CHNK8	2871165	S	19	0	19	0.00002
Flavobacterium sp. M31R6	2739062	S	18	0	18	0.00002
Flavobacterium sp. CLA17	2724135	S	16	0	16	0.00001
Flavobacterium sp. N2013	2986828	S	16	0	16	0.00001
Flavobacterium sp. 140616W15	2478552	S	14	0	14	0.00001
Flavobacterium sp. I3-2	2748319	S	14	0	14	0.00001
Flavobacterium sp. N2038	2986829	S	14	0	14	0.00001
Flavobacterium sp. N2550	2986833	S	14	0	14	0.00001
Flavobacterium sp. F-340	2893886	S	13	0	13	0.00001
Flavobacterium sp. IGB 4-14	1871076	S	12	0	12	0.00001
Flavobacterium sp. CECT 9288	2845819	S	12	0	12	0.00001
Flavobacterium sp. TR2	2977321	S	9	0	9	0.00001
Flavobacterium sp. CJ74	2294119	S	8	0	8	0.00001
Flavobacterium sp. F-29	2893883	S	8	0	8	0.00001
Flavobacterium sp. CC-SYL302	2870839	S	7	0	7	0.00001
Flavobacterium sp. F-323	2893885	S	7	0	7	0.00001
Flavobacterium sp. N3904	2986835	S	6	0	6	0.00001
Flavobacterium sp. MMS21-Er5	2937442	S	6	0	6	0.00001
Flavobacterium sp. SLB02	2665645	S	4	0	4	0.00000
Flavobacterium sp. N502536	2986837	S	4	0	4	0.00000
Flavobacterium sp. N2155	2986830	S	3	0	3	0.00000
Flavobacterium sp. MFBS3-15	2989816	S	3	0	3	0.00000
Flavobacterium sp. GENT5	1751095	S	3	0	3	0.00000
Flavobacterium sp. N1846	2986824	S	2	0	2	0.00000
Flavobacterium sp. CS20	2775246	S	2	0	2	0.00000
Flavobacterium sp. N502540	2986838	S	2	0	2	0.00000
Flavobacterium sp. N1736	2986823	S	1	0	1	0.00000
Flavobacterium sp. GENT11	1751100	S	1	0	1	0.00000
Flavobacterium sp. SHINM13	1751056	S	1	0	1	0.00000
Flavobacterium psychrophilum	96345	S	151	0	151	0.00014
Flavobacterium columnare	996	S	53	363	416	0.00038
Flavobacterium anhuiense	459526	S	43	0	43	0.00004
Flavobacterium faecale	1355330	S	36	0	36	0.00003
Flavobacterium haoranii	683124	S	34	0	34	0.00003
Flavobacterium davisii	2906077	S	31	0	31	0.00003
Flavobacterium sangjuense	2518177	S	30	0	30	0.00003
Flavobacterium sediminis	2201181	S	15	0	15	0.00001
Flavobacterium gilvum	1492737	S	14	0	14	0.00001
Flavobacterium bizetiae	2704140	S	13	0	13	0.00001
Flavobacterium cerinum	2502784	S	13	0	13	0.00001
Flavobacterium covae	2906076	S	12	0	12	0.00001
Flavobacterium endoglycinae	2816357	S	12	0	12	0.00001
Flavobacterium oreochromis	2906078	S	11	0	11	0.00001
Flavobacterium crocinum	2183896	S	11	0	11	0.00001
Flavobacterium branchiophilum	55197	S	10	0	10	0.00001
Flavobacterium album	2175091	S	9	0	9	0.00001
Flavobacterium johnsoniae	986	S	8	0	8	0.00001
Flavobacterium nitrogenifigens	1617283	S	8	0	8	0.00001
Flavobacterium indicum	312277	S	7	0	7	0.00001
Flavobacterium pallidum	2172098	S	7	0	7	0.00001
Flavobacterium litorale	2856519	S	7	0	7	0.00001
Flavobacterium inviolabile	2748320	S	7	16	23	0.00002
Flavobacterium kingsejongi	1678728	S	4	0	4	0.00000
Flavobacterium fluviale	2249356	S	4	0	4	0.00000
Flavobacterium cyclinae	2895947	S	4	0	4	0.00000
Flavobacterium collinsii	1114861	S	4	0	4	0.00000
Flavobacterium nackdongense	2547394	S	2	0	2	0.00000
Flavobacterium alkalisoli	2602769	S	1	0	1	0.00000
Flavobacterium channae	2897181	S	1	0	1	0.00000
