name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Pseudomonas fluorescens	294	S	459067	0	459067	0.53785
Pseudomonas mandelii	75612	S	3097	0	3097	0.00363
Pseudomonas rhodesiae	76760	S	761	0	761	0.00089
Pseudomonas veronii	76761	S	476	0	476	0.00056
Pseudomonas synxantha	47883	S	441	0	441	0.00052
Pseudomonas orientalis	76758	S	440	0	440	0.00052
Pseudomonas protegens	380021	S	258	0	258	0.00030
Pseudomonas azotoformans	47878	S	223	0	223	0.00026
Pseudomonas tolaasii	29442	S	192	0	192	0.00022
Pseudomonas trivialis	200450	S	150	0	150	0.00018
Pseudomonas migulae	78543	S	138	0	138	0.00016
Pseudomonas poae	200451	S	110	0	110	0.00013
Pseudomonas corrugata	47879	S	80	0	80	0.00009
Pseudomonas mucidolens	46679	S	77	0	77	0.00009
Pseudomonas brenneri	129817	S	65	0	65	0.00008
Pseudomonas mediterranea	183795	S	60	0	60	0.00007
Pseudomonas cedrina	651740	S	51	0	51	0.00006
Pseudomonas libanensis	75588	S	36	0	36	0.00004
Pseudomonas extremorientalis	169669	S	29	0	29	0.00003
Pseudomonas congelans	200452	S	18	0	18	0.00002
Pseudomonas ogarae	1114970	S	13	0	13	0.00002
Pseudomonas sp. DR 5-09	1534110	S	6904	0	6904	0.00809
Pseudomonas sp. 3-2	2867408	S	5554	0	5554	0.00651
Pseudomonas sp. B21-021	2895476	S	4904	0	4904	0.00575
Pseudomonas sp. BW7P1	2973088	S	2384	0	2384	0.00279
Pseudomonas sp. HS6	2850559	S	1965	0	1965	0.00230
Pseudomonas sp. So3.2b	2864101	S	1861	0	1861	0.00218
Pseudomonas sp. IzPS59	2774459	S	1417	0	1417	0.00166
Pseudomonas sp. IAC-BECa141	2793103	S	959	0	959	0.00112
Pseudomonas sp. NIBR-H-19	2901380	S	706	0	706	0.00083
Pseudomonas sp. Seg1	2678259	S	702	0	702	0.00082
Pseudomonas sp. B21-015	2895473	S	695	0	695	0.00081
Pseudomonas sp. B21-056	2895495	S	546	0	546	0.00064
